am_sid,rgn_id,rgn_name,rgn_range_km2,iucn_sid,map_iucn_sid,spatial_source,cat_score,sciname
Fis-149496,210,Japan,NA,155176,NA,am,0,Parupeneus crassilabris
Fis-149504,112,Cuba,NA,190375,NA,am,0,Hoplunnis macrura
Fis-149520,112,Cuba,NA,154964,NA,am,0,Hoplunnis schmidti
Fis-149558,112,Cuba,NA,16505619,NA,am,0,Ophidion holbrookii
Fis-149592,210,Japan,NA,193066,NA,am,0,Trimma anaima
Fis-149594,210,Japan,NA,193133,NA,am,0,Trimma halonevum
Fis-149595,210,Japan,NA,193145,NA,am,0,Trimma milta
Fis-149603,112,Cuba,NA,185946,NA,am,0,Bollmannia litura
Fis-149610,210,Japan,NA,154976,NA,am,0,Drombus halei
Fis-149781,162,New Zealand,NA,69583361,NA,am,0,Lubbockichthys multisquamatus
Fis-149781,210,Japan,NA,69583361,NA,am,0,Lubbockichthys multisquamatus
Fis-149796,162,New Zealand,NA,154944,NA,am,0,Parapercis striolata
Fis-149796,210,Japan,NA,154944,NA,am,0,Parapercis striolata
Fis-149811,162,New Zealand,NA,69787355,NA,am,0,Onigocia bimaculata
Fis-149811,210,Japan,NA,69787355,NA,am,0,Onigocia bimaculata
Fis-149852,112,Cuba,NA,190129,NA,am,0,Ancylopsetta ommata
Fis-149891,162,New Zealand,NA,154715,NA,am,0,Eustomias vulgaris
Fis-149891,210,Japan,NA,154715,NA,am,0,Eustomias vulgaris
Fis-150167,210,Japan,NA,60483137,NA,am,0,Regalecus russelii
Fis-150167,1e3,Gaviota,72766378.8232,60483137,NA,am,0,Regalecus russelii
Fis-150344,210,Japan,NA,65366280,NA,am,0,Doryrhamphus negrosensis
Fis-150532,210,Japan,NA,155015,NA,am,0,Artediellichthys nigripinnis
Fis-150540,210,Japan,NA,154619,NA,am,0,Alcichthys elongatus
Fis-150563,210,Japan,NA,196408,NA,am,0,Plectorhinchus gibbosus
Fis-150580,210,Japan,NA,193e3,NA,am,0,Asterropteryx ensifera
Fis-150581,162,New Zealand,NA,193227,NA,am,0,Asterropteryx spinosa
Fis-150581,210,Japan,NA,193227,NA,am,0,Asterropteryx spinosa
Fis-150636,112,Cuba,NA,185963,NA,am,0,Ctenogobius boleosoma
Fis-150648,112,Cuba,NA,185965,NA,am,0,Ctenogobius saepepallens
Fis-151087,210,Japan,NA,193196,NA,am,0,Trimma annosum
Fis-151200,1e3,Gaviota,33442988.7192,183941,NA,am,0,Chaenopsis alepidota
Fis-151279,112,Cuba,NA,186059,NA,am,0,Tomicodon cryptus
Fis-151283,112,Cuba,NA,186061,NA,am,0,Tomicodon rupestris
Fis-151410,210,Japan,NA,69583466,NA,am,0,Pseudoplesiops wassi
Fis-151821,162,New Zealand,NA,193230,NA,am,0,Fusigobius humeralis
Fis-151821,210,Japan,NA,193230,NA,am,0,Fusigobius humeralis
Fis-151828,162,New Zealand,NA,193128,NA,am,0,Fusigobius maximus
Fis-151828,210,Japan,NA,193128,NA,am,0,Fusigobius maximus
Fis-151830,210,Japan,NA,193062,NA,am,0,Fusigobius pallidus
Fis-15202,112,Cuba,NA,13486199,NA,am,0,Trachinocephalus myops
Fis-15202,162,New Zealand,NA,13486199,NA,am,0,Trachinocephalus myops
Fis-15202,210,Japan,NA,13486199,NA,am,0,Trachinocephalus myops
Fis-152044,112,Cuba,NA,155132,NA,am,0,Eustomias monodactylus
Fis-152317,162,New Zealand,NA,9266,NA,am,0,Psammogobius biocellatus
Fis-152317,210,Japan,NA,9266,NA,am,0,Psammogobius biocellatus
Fis-152348,162,New Zealand,NA,155223,NA,am,0,Gobiopterus mindanensis
Fis-152348,210,Japan,NA,155223,NA,am,0,Gobiopterus mindanensis
Fis-153199,210,Japan,NA,179058,NA,am,0,Helcogramma albimacula
Fis-153239,210,Japan,NA,179040,NA,am,0,Helcogramma nigra
Fis-153533,210,Japan,NA,154834,NA,am,0,Helcogramma inclinata
Fis-153570,112,Cuba,NA,16749978,NA,am,0,Protosciaena bathytatos
Fis-153667,210,Japan,NA,193216,NA,am,0,Trimma cana
Fis-153714,112,Cuba,NA,60482553,NA,am,0,Phyllorhinichthys balushkini
Fis-154393,210,Japan,NA,193228,NA,am,0,Eviota monostigma
Fis-154486,210,Japan,NA,193089,NA,am,0,Trimma nasa
Fis-155662,112,Cuba,NA,199364,NA,am,0,Hoplunnis diomediana
Fis-156172,112,Cuba,NA,190245,NA,am,0,Sciades herzbergii
Fis-156259,112,Cuba,NA,16505486,NA,am,0,Ophidion antipholus
Fis-156260,112,Cuba,NA,16505522,NA,am,0,Ophidion dromio
Fis-156279,1e3,Gaviota,33442988.7192,185196,NA,am,0,Starksia guadalupae
Fis-156281,112,Cuba,NA,185968,NA,am,0.4,Ctenogobius claytonii
Fis-156511,210,Japan,NA,69790740,NA,am,0,Sunagocia otaitensis
Fis-156684,162,New Zealand,NA,67903537,NA,am,0,Alabes parvula
Fis-156713,210,Japan,NA,155151,NA,am,0,Apogon rubrimacula
Fis-156781,210,Japan,NA,68330520,NA,am,0,Gnatholepis ophthalmotaenia
Fis-156899,162,New Zealand,NA,193059,NA,am,0,Trimma macrophthalmum
Fis-156899,210,Japan,NA,193059,NA,am,0,Trimma macrophthalmum
Fis-157654,210,Japan,NA,193212,NA,am,0,Trimma preclarum
Fis-15811,162,New Zealand,NA,198613,NA,am,0,Diaphus metopoclampus
Fis-15811,210,Japan,NA,198613,NA,am,0,Diaphus metopoclampus
Fis-158171,162,New Zealand,NA,155026,NA,am,0,Pelates sexlineatus
Fis-158171,210,Japan,NA,155026,NA,am,0,Pelates sexlineatus
Fis-158215,210,Japan,NA,96004847,NA,am,0,Trimma lantana
Fis-158436,162,New Zealand,NA,69741856,NA,am,0,Asterorhombus cocosensis
Fis-158436,210,Japan,NA,69741856,NA,am,0,Asterorhombus cocosensis
Fis-158441,210,Japan,NA,69741907,NA,am,0,Asterorhombus filifer
Fis-158805,210,Japan,NA,155114,NA,am,0,Diancistrus novaeguineae
Fis-158919,112,Cuba,NA,190355,NA,am,0,Ogilbia suarezae
Fis-159170,112,Cuba,NA,190192,NA,am,0,Ogilbichthys kakuki
Fis-159528,162,New Zealand,NA,154962,NA,am,0,Coelorinchus mycterismus
Fis-159857,112,Cuba,NA,185924,NA,am,0,Paroncheilus affinis
Fis-160828,162,New Zealand,NA,67905401,NA,am,0,Discotrema crinophilum
Fis-160828,210,Japan,NA,67905401,NA,am,0,Discotrema crinophilum
Fis-160844,162,New Zealand,NA,69583393,NA,am,0,Pictichromis paccagnellae
Fis-160844,210,Japan,NA,69583393,NA,am,0,Pictichromis paccagnellae
Fis-160846,210,Japan,NA,69583400,NA,am,0,Pictichromis porphyrea
Fis-160987,210,Japan,NA,158626,NA,am,0,Nectamia fusca
Fis-161020,112,Cuba,NA,47165490,NA,am,0,Photostomias goodyeari
Fis-161040,162,New Zealand,NA,60482532,NA,am,0,Photostomias atrox
Fis-161040,210,Japan,NA,60482532,NA,am,0,Photostomias atrox
Fis-161066,210,Japan,NA,199624,NA,am,0,Eubleekeria splendens
Fis-161092,162,New Zealand,NA,69740861,NA,am,0,Xenisthmus eirospilus
Fis-161092,210,Japan,NA,69740861,NA,am,0,Xenisthmus eirospilus
Fis-161097,210,Japan,NA,193467,NA,am,0,Asterropteryx senoui
Fis-161142,210,Japan,NA,69780365,NA,am,0,Aseraggodes xenicus
Fis-161179,162,New Zealand,NA,193241,NA,am,0,Trimma nomurai
Fis-161179,210,Japan,NA,193241,NA,am,0,Trimma nomurai
Fis-161966,112,Cuba,NA,198775,NA,am,0,Coelorinchus caelorhincus
Fis-162325,112,Cuba,NA,18252853,NA,am,0,Sigmops bathyphilus
Fis-162325,162,New Zealand,NA,18252853,NA,am,0,Sigmops bathyphilus
Fis-162325,210,Japan,NA,18252853,NA,am,0,Sigmops bathyphilus
Fis-162433,162,New Zealand,NA,68332934,NA,am,0,Paratrypauchen microcephalus
Fis-162433,210,Japan,NA,68332934,NA,am,0,Paratrypauchen microcephalus
Fis-162889,112,Cuba,NA,190135,NA,am,0,Xenocephalus egregius
Fis-16335,112,Cuba,NA,194421,NA,am,0,Haemulon parra
Fis-163594,210,Japan,NA,68332344,NA,am,0,Koumansetta hectori
Fis-163891,210,Japan,NA,193471,NA,am,0,Eviota shimadai
Fis-163906,210,Japan,NA,68326585,NA,am,0,Ancistrogobius yanoi
Fis-164001,162,New Zealand,NA,69786877,NA,am,0,Cociella crocodila
Fis-164001,210,Japan,NA,69786877,NA,am,0,Cociella crocodila
Fis-164002,162,New Zealand,NA,79800251,NA,am,0,Inegocia japonica
Fis-164002,210,Japan,NA,79800251,NA,am,0,Inegocia japonica
Fis-164023,162,New Zealand,NA,179099,NA,am,0,Forsterygion capito
Fis-164025,162,New Zealand,NA,178969,NA,am,0,Forsterygion maryannae
Fis-164090,112,Cuba,NA,154775,NA,am,0,Emblemariopsis signifer
Fis-164211,112,Cuba,NA,21101200,NA,am,0,Dolichopteroides binocularis
Fis-164211,162,New Zealand,NA,21101200,NA,am,0,Dolichopteroides binocularis
Fis-164397,162,New Zealand,NA,69544771,NA,am,0,Opistognathus variabilis
Fis-164397,210,Japan,NA,69544771,NA,am,0,Opistognathus variabilis
Fis-164703,112,Cuba,NA,195871,NA,am,0,Bathygobius antilliensis
Fis-164770,112,Cuba,NA,68283383,NA,am,0,Halieutichthys bispinosus
Fis-164871,162,New Zealand,NA,69790649,NA,am,0,Sunagocia arenicola
Fis-164871,210,Japan,NA,69790649,NA,am,0,Sunagocia arenicola
Fis-164872,162,New Zealand,NA,69583335,NA,am,0,Amsichthys knighti
Fis-164872,210,Japan,NA,69583335,NA,am,0,Amsichthys knighti
Fis-165220,162,New Zealand,NA,69917918,NA,am,0,Scorpaenodes evides
Fis-165220,210,Japan,NA,69917918,NA,am,0,Scorpaenodes evides
Fis-165220,1e3,Gaviota,40048505.5336,69917918,NA,am,0,Scorpaenodes evides
Fis-165256,210,Japan,NA,181029,NA,am,0,Eugnathogobius mindora
Fis-165322,112,Cuba,NA,190066,NA,am,0,Foetorepus goodenbeani
Fis-165380,112,Cuba,NA,185969,NA,am,0,Ctenogobius phenacus
Fis-165443,162,New Zealand,NA,199661,NA,am,0,Trimma maiandros
Fis-165443,210,Japan,NA,199661,NA,am,0,Trimma maiandros
Fis-165950,210,Japan,NA,47269831,NA,am,0,Eviota dorsogilva
Fis-166687,112,Cuba,NA,16467178,NA,am,0,Fowlerichthys radiosus
Fis-166689,210,Japan,NA,155277,NA,am,0,Antennarius analis
Fis-166703,210,Japan,NA,47402970,NA,am,0,Eviota atriventris
Fis-167071,210,Japan,NA,154872,NA,am,0,Apogon compressus
Fis-167086,210,Japan,NA,47402974,NA,am,0,Eviota fallax
Fis-167297,210,Japan,NA,154910,NA,am,0,Apogon neotes
Fis-167308,210,Japan,NA,154678,NA,am,0,Apogon sealei
Fis-167313,210,Japan,NA,155274,NA,am,0,Apogon wassinki
Fis-167323,112,Cuba,NA,185933,NA,am,0,Zapogon evermanni
Fis-167323,210,Japan,NA,185933,NA,am,0,Zapogon evermanni
Fis-167417,112,Cuba,NA,16509426,NA,am,0,Haemulon vittatum
Fis-16746,112,Cuba,NA,46104150,NA,am,0,Stathmonotus hemphillii
Fis-167503,210,Japan,NA,199622,NA,am,0,Aurigequula fasciata
Fis-167929,112,Cuba,NA,20675356,NA,am,0,Lepophidium entomelan
Fis-16793,112,Cuba,NA,3565,NA,am,0.8,Callionymus sanctaehelenae
Fis-16793,210,Japan,NA,3565,NA,am,0.8,Callionymus sanctaehelenae
Fis-167944,112,Cuba,NA,20675303,NA,am,0,Lepophidium crossotum
Fis-167945,112,Cuba,NA,20675416,NA,am,0,Lepophidium wileyi
Fis-167998,210,Japan,NA,68333307,NA,am,0,Tryssogobius sarah
Fis-168166,162,New Zealand,NA,60482374,NA,am,0,Pentherichthys atratus
Fis-168166,210,Japan,NA,60482374,NA,am,0,Pentherichthys atratus
Fis-168166,1e3,Gaviota,26344779.8448,60482374,NA,am,0,Pentherichthys atratus
Fis-168718,162,New Zealand,NA,82306863,NA,am,0,Pristigenys refulgens
Fis-168718,210,Japan,NA,82306863,NA,am,0,Pristigenys refulgens
Fis-169081,1e3,Gaviota,12880773.2088,183330,NA,am,0,Xenistius californiensis
Fis-169094,112,Cuba,NA,185982,NA,am,0,Tigrigobius macrodon
Fis-169105,112,Cuba,NA,185981,NA,am,0,Tigrigobius multifasciatus
Fis-169142,210,Japan,NA,68329897,NA,am,0,Eviota occasa
Fis-169479,210,Japan,NA,154669,NA,am,0,Taeniamia buruensis
Fis-169714,112,Cuba,NA,20675360,NA,am,0,Lepophidium gilmorei
Fis-170294,210,Japan,NA,155273,NA,am,0,Ostorhinchus lateralis
Fis-170316,162,New Zealand,NA,193318,NA,am,0,Apogon hyalosoma
Fis-170316,210,Japan,NA,193318,NA,am,0,Apogon hyalosoma
Fis-170331,162,New Zealand,NA,155064,NA,am,0,Apogon notatus
Fis-170331,210,Japan,NA,155064,NA,am,0,Apogon notatus
Fis-170438,112,Cuba,NA,46104241,NA,am,0,Brockius nigricinctus
Fis-170460,112,Cuba,NA,46104208,NA,am,0,Gobioclinus bucciferus
Fis-170462,112,Cuba,NA,47143869,NA,am,0,Gobioclinus filamentosus
Fis-170463,112,Cuba,NA,46104211,NA,am,0,Gobioclinus gobio
Fis-170464,112,Cuba,NA,46104218,NA,am,0,Gobioclinus guppyi
Fis-170465,112,Cuba,NA,46104227,NA,am,0,Gobioclinus haitiensis
Fis-17253,162,New Zealand,NA,16012,NA,am,0.2,Favonigobius reichei
Fis-17253,210,Japan,NA,16012,NA,am,0.2,Favonigobius reichei
Fis-17381,112,Cuba,NA,16749758,NA,am,0,Pareques iwamotoi
Fis-19607,210,Japan,NA,196382,NA,am,0,Stenogobius genivittatus
Fis-204,112,Cuba,NA,190456,NA,am,0,Ariopsis felis
Fis-21249,112,Cuba,NA,16442472,NA,am,0,Holocentrus adscensionis
Fis-21518,210,Japan,NA,68398868,NA,am,0,Lutjanus timoriensis
Fis-21563,162,New Zealand,NA,46097625,NA,am,0,Rogadius asper
Fis-21563,210,Japan,NA,46097625,NA,am,0,Rogadius asper
Fis-21566,162,New Zealand,NA,69789961,NA,am,0,Onigocia spinosa
Fis-21566,210,Japan,NA,69789961,NA,am,0,Onigocia spinosa
Fis-21568,162,New Zealand,NA,69787466,NA,am,0,Onigocia macrolepis
Fis-21568,210,Japan,NA,69787466,NA,am,0,Onigocia macrolepis
Fis-21582,210,Japan,NA,69800704,NA,am,0,Thysanophrys chiltonae
Fis-21635,210,Japan,NA,67997668,NA,am,0,Cirrhitichthys oxycephalus
Fis-21788,162,New Zealand,NA,68329253,NA,am,0,Ctenogobiops crocineus
Fis-21788,210,Japan,NA,68329253,NA,am,0,Ctenogobiops crocineus
Fis-21857,162,New Zealand,NA,20429869,NA,am,0,Carangoides orthogrammus
Fis-21857,210,Japan,NA,20429869,NA,am,0,Carangoides orthogrammus
Fis-21893,162,New Zealand,NA,18214519,NA,am,0,Bothus pantherinus
Fis-21893,210,Japan,NA,18214519,NA,am,0,Bothus pantherinus
Fis-21899,162,New Zealand,NA,69744038,NA,am,0,Engyprosopon maldivensis
Fis-21899,210,Japan,NA,69744038,NA,am,0,Engyprosopon maldivensis
Fis-22150,112,Cuba,NA,185931,NA,am,0,Apogon pseudomaculatus
Fis-22151,112,Cuba,NA,185935,NA,am,0,Apogon quadrisquamatus
Fis-22151,210,Japan,NA,185935,NA,am,0,Apogon quadrisquamatus
Fis-22157,112,Cuba,NA,190168,NA,am,0,Mugil curema
Fis-22177,112,Cuba,NA,155128,NA,am,0,Caulolatilus cyanops
Fis-22182,112,Cuba,NA,190393,NA,am,0,Echeneis naucrates
Fis-22182,162,New Zealand,NA,190393,NA,am,0,Echeneis naucrates
Fis-22182,210,Japan,NA,190393,NA,am,0,Echeneis naucrates
Fis-22182,1e3,Gaviota,39984021.0272,190393,NA,am,0,Echeneis naucrates
Fis-22184,112,Cuba,NA,191829,NA,am,0,Caranx latus
Fis-22185,112,Cuba,NA,16431757,NA,am,0,Caranx lugubris
Fis-22185,210,Japan,NA,16431757,NA,am,0,Caranx lugubris
Fis-22187,112,Cuba,NA,190164,NA,am,0,Decapterus tabl
Fis-22187,162,New Zealand,NA,190164,NA,am,0,Decapterus tabl
Fis-22187,210,Japan,NA,190164,NA,am,0,Decapterus tabl
Fis-22187,1e3,Gaviota,59555345.1944,190164,NA,am,0,Decapterus tabl
Fis-22193,112,Cuba,NA,192945,NA,am,0,Mugil trichodon
Fis-22194,112,Cuba,NA,190362,NA,am,0,Sphyraena guachancho
Fis-22208,112,Cuba,NA,16507347,NA,am,0,Seriola rivoliana
Fis-22208,162,New Zealand,NA,16507347,NA,am,0,Seriola rivoliana
Fis-22208,210,Japan,NA,16507347,NA,am,0,Seriola rivoliana
Fis-22208,1e3,Gaviota,46576734.9352,16507347,NA,am,0,Seriola rivoliana
Fis-22213,112,Cuba,NA,154970,NA,am,0,Trachinotus goodei
Fis-22214,112,Cuba,NA,195098,NA,am,0,Trachurus lathami
Fis-22215,112,Cuba,NA,154712,NA,am,0,Coryphaena hippurus
Fis-22215,162,New Zealand,NA,154712,NA,am,0,Coryphaena hippurus
Fis-22215,210,Japan,NA,154712,NA,am,0,Coryphaena hippurus
Fis-22217,112,Cuba,NA,154906,NA,am,0,Brama dussumieri
Fis-22217,210,Japan,NA,154906,NA,am,0,Brama dussumieri
Fis-22218,112,Cuba,NA,16440965,NA,am,0,Erythrocles monodi
Fis-22219,112,Cuba,NA,155126,NA,am,0,Apsilus dentatus
Fis-22222,112,Cuba,NA,16759591,NA,am,0,Symphysanodon berryi
Fis-22223,112,Cuba,NA,20665243,NA,am,0,Verilus sordidus
Fis-22224,112,Cuba,NA,185971,NA,am,0,Diapterus auratus
Fis-22225,112,Cuba,NA,185994,NA,am,0,Eucinostomus argenteus
Fis-22225,1e3,Gaviota,15287282.930399999,185994,NA,am,0,Eucinostomus argenteus
Fis-22235,112,Cuba,NA,194416,NA,am,0,Haemulon carbonarium
Fis-22236,112,Cuba,NA,194417,NA,am,0,Haemulon chrysargyreum
Fis-22259,112,Cuba,NA,190205,NA,am,0,Emmelichthyops atlanticus
Fis-22275,112,Cuba,NA,46105306,NA,am,0,Larimus breviceps
Fis-22283,112,Cuba,NA,47148202,NA,am,0,Ophioscion punctatissimus
Fis-22295,112,Cuba,NA,46106542,NA,am,0,Umbrina coroides
Fis-22297,112,Cuba,NA,16545164,NA,am,0,Upeneus parvus
Fis-22701,112,Cuba,NA,192937,NA,am,0,Orthopristis chrysoptera
Fis-22736,112,Cuba,NA,193647,NA,am,0,Acanthostracion quadricornis
Fis-22737,210,Japan,NA,194289,NA,am,0,Aphareus furca
Fis-22744,112,Cuba,NA,190458,NA,am,0,Caranx hippos
Fis-22764,112,Cuba,NA,195093,NA,am,0,Helicolenus dactylopterus
Fis-22773,112,Cuba,NA,199019,NA,am,0,Conger esculentus
Fis-22783,162,New Zealand,NA,194337,NA,am,0,Lutjanus kasmira
Fis-22783,210,Japan,NA,194337,NA,am,0,Lutjanus kasmira
Fis-22787,112,Cuba,NA,190083,NA,am,0,Lutjanus mahogoni
Fis-22790,210,Japan,NA,194376,NA,am,0,Lutjanus monostigma
Fis-22793,162,New Zealand,NA,194359,NA,am,0,Lutjanus quinquelineatus
Fis-22793,210,Japan,NA,194359,NA,am,0,Lutjanus quinquelineatus
Fis-22794,210,Japan,NA,194356,NA,am,0,Lutjanus rivulatus
Fis-22797,210,Japan,NA,194343,NA,am,0,Lutjanus sebae
Fis-22798,112,Cuba,NA,194344,NA,am,0.2,Lutjanus synagris
Fis-22800,112,Cuba,NA,183596,NA,am,0,Lutjanus viridis
Fis-22801,210,Japan,NA,194374,NA,am,0,Lutjanus vitta
Fis-22802,112,Cuba,NA,194406,NA,am,0,Lutjanus vivanus
Fis-22803,210,Japan,NA,194338,NA,am,0,Macolor niger
Fis-22810,112,Cuba,NA,190156,NA,am,0,Pristipomoides aquilonaris
Fis-22811,210,Japan,NA,194368,NA,am,0,Pristipomoides argyrogrammicus
Fis-22845,112,Cuba,NA,191108,NA,am,0.6,Anguilla rostrata
Fis-22852,112,Cuba,NA,195091,NA,am,0,Brama brama
Fis-22852,162,New Zealand,NA,195091,NA,am,0,Brama brama
Fis-22853,210,Japan,NA,193092,NA,am,0,Exyrias puntang
Fis-22856,162,New Zealand,NA,198571,NA,am,0,Centrolophus niger
Fis-22857,112,Cuba,NA,191835,NA,am,0,Centropomus undecimalis
Fis-22861,112,Cuba,NA,16437187,NA,am,0,Chloroscombrus chrysurus
Fis-22867,112,Cuba,NA,199391,NA,am,0,Conger oceanicus
Fis-22872,162,New Zealand,NA,155043,NA,am,0,Decapterus russelli
Fis-22872,210,Japan,NA,155043,NA,am,0,Decapterus russelli
Fis-22887,162,New Zealand,NA,15598976,NA,am,0,Lampanyctodes hectoris
Fis-22893,210,Japan,NA,194377,NA,am,0,Lutjanus fulvus
Fis-22894,210,Japan,NA,194385,NA,am,0,Lutjanus gibbus
Fis-22895,112,Cuba,NA,192941,NA,am,0,Lutjanus griseus
Fis-22896,210,Japan,NA,172495,NA,am,0,Lutjanus johnii
Fis-22897,112,Cuba,NA,155030,NA,am,0,Macroramphosus scolopax
Fis-22897,162,New Zealand,NA,155030,NA,am,0,Macroramphosus scolopax
Fis-22897,210,Japan,NA,155030,NA,am,0,Macroramphosus scolopax
Fis-22897,1e3,Gaviota,59490860.688,155030,NA,am,0,Macroramphosus scolopax
Fis-22901,210,Japan,NA,20432158,NA,am,0,Megalaspis cordyla
Fis-22908,1e3,Gaviota,72701894.3168,183411,NA,am,0,Merluccius productus
Fis-22913,210,Japan,NA,154900,NA,am,0.4,Nemipterus virgatus
Fis-22918,210,Japan,NA,15319,NA,am,0.6,Oncorhynchus ishikawai
Fis-22920,210,Japan,NA,135301,NA,am,0,Oncorhynchus nerka
Fis-22922,210,Japan,NA,202413,NA,am,0,Osmerus mordax
Fis-22934,210,Japan,NA,172404,NA,am,0,Pomadasys argenteus
Fis-22935,112,Cuba,NA,190279,NA,am,0.4,Pomatomus saltatrix
Fis-22935,162,New Zealand,NA,190279,NA,am,0.4,Pomatomus saltatrix
Fis-22936,210,Japan,NA,194351,NA,am,0,Pristipomoides auricilla
Fis-22937,162,New Zealand,NA,194331,NA,am,0,Pristipomoides filamentosus
Fis-22937,210,Japan,NA,194331,NA,am,0,Pristipomoides filamentosus
Fis-22938,112,Cuba,NA,190372,NA,am,0,Pristipomoides macrophthalmus
Fis-22940,162,New Zealand,NA,194366,NA,am,0,Pristipomoides sieboldii
Fis-22940,210,Japan,NA,194366,NA,am,0,Pristipomoides sieboldii
Fis-22941,210,Japan,NA,194371,NA,am,0,Pristipomoides zonatus
Fis-22944,210,Japan,NA,194400,NA,am,0,Randallichthys filamentosus
Fis-22946,112,Cuba,NA,190138,NA,am,0.4,Rhomboplites aurorubens
Fis-22954,112,Cuba,NA,190388,NA,am,0,Selar crumenophthalmus
Fis-22954,210,Japan,NA,190388,NA,am,0,Selar crumenophthalmus
Fis-22954,1e3,Gaviota,46512250.4288,190388,NA,am,0,Selar crumenophthalmus
Fis-22955,210,Japan,NA,20435470,NA,am,0,Selaroides leptolepis
Fis-22957,112,Cuba,NA,16506931,NA,am,0,Selene setapinnis
Fis-22959,210,Japan,NA,194402,NA,am,0,Symphorichthys spilurus
Fis-22960,210,Japan,NA,194347,NA,am,0,Symphorus nematophorus
Fis-22961,162,New Zealand,NA,42830204,NA,am,0,Synagrops japonicus
Fis-22961,210,Japan,NA,42830204,NA,am,0,Synagrops japonicus
Fis-22963,210,Japan,NA,202415,NA,am,0,Thaleichthys pacificus
Fis-22966,112,Cuba,NA,16507646,NA,am,0,Trachinotus carolinus
Fis-22967,210,Japan,NA,193073,NA,am,0,Exyrias belissimus
Fis-22970,1e3,Gaviota,72766378.8232,183729,NA,am,0,Trachurus symmetricus
Fis-22974,112,Cuba,NA,190347,NA,am,0,Zenopsis conchifer
Fis-22975,112,Cuba,NA,13486514,NA,am,0,Ablennes hians
Fis-22975,162,New Zealand,NA,13486514,NA,am,0,Ablennes hians
Fis-22975,210,Japan,NA,13486514,NA,am,0,Ablennes hians
Fis-22977,112,Cuba,NA,155014,NA,am,0,Alectis ciliaris
Fis-22977,162,New Zealand,NA,155014,NA,am,0,Alectis ciliaris
Fis-22977,210,Japan,NA,155014,NA,am,0,Alectis ciliaris
Fis-22977,1e3,Gaviota,46512250.4288,155014,NA,am,0,Alectis ciliaris
Fis-22980,112,Cuba,NA,16406269,NA,am,0,Anchoa filifera
Fis-22987,112,Cuba,NA,190104,NA,am,0,Anchoa parva
Fis-22994,112,Cuba,NA,16406679,NA,am,0,Anchovia clupeoides
Fis-23019,112,Cuba,NA,16407645,NA,am,0,Ariomma regulus
Fis-23037,112,Cuba,NA,196806,NA,am,0,Bagre marinus
Fis-23039,112,Cuba,NA,190102,NA,am,0,Bothus lunatus
Fis-23041,112,Cuba,NA,16427324,NA,am,0,Brotula barbata
Fis-23042,210,Japan,NA,20249232,NA,am,0,Caesio cuning
Fis-23073,112,Cuba,NA,16431990,NA,am,0,Caulolatilus chrysops
Fis-23087,112,Cuba,NA,198612,NA,am,0,Ceratoscopelus maderensis
Fis-23088,112,Cuba,NA,190383,NA,am,0,Cetengraulis edentulus
Fis-23092,162,New Zealand,NA,154895,NA,am,0,Chelidonichthys kumu
Fis-23092,210,Japan,NA,154895,NA,am,0,Chelidonichthys kumu
Fis-23096,112,Cuba,NA,194414,NA,am,0,Conodon nobilis
Fis-23098,112,Cuba,NA,193266,NA,am,0,Cynoscion nebulosus
Fis-23106,112,Cuba,NA,190117,NA,am,0,Decapterus macarellus
Fis-23106,162,New Zealand,NA,190117,NA,am,0,Decapterus macarellus
Fis-23106,210,Japan,NA,190117,NA,am,0,Decapterus macarellus
Fis-23106,1e3,Gaviota,52962631.2864,190117,NA,am,0,Decapterus macarellus
Fis-23107,112,Cuba,NA,16439848,NA,am,0,Decapterus punctatus
Fis-23111,210,Japan,NA,20251047,NA,am,0,Dipterygonotus balteatus
Fis-23135,1e3,Gaviota,46576734.9352,154755,NA,am,0.2,Genyonemus lineatus
Fis-23148,112,Cuba,NA,190340,NA,am,0,Hemicaranx amblyrhynchus
Fis-23165,112,Cuba,NA,198618,NA,am,0,Lampanyctus crocodilus
Fis-23167,112,Cuba,NA,198619,NA,am,0,Lampanyctus pusillus
Fis-23167,162,New Zealand,NA,198619,NA,am,0,Lampanyctus pusillus
Fis-23178,210,Japan,NA,194407,NA,am,0,Lutjanus ehrenbergii
Fis-23186,112,Cuba,NA,193609,NA,am,0,Melichthys niger
Fis-23186,210,Japan,NA,193609,NA,am,0,Melichthys niger
Fis-23187,112,Cuba,NA,195075,NA,am,0,Menticirrhus americanus
Fis-23188,112,Cuba,NA,46105545,NA,am,0,Menticirrhus littoralis
Fis-23189,112,Cuba,NA,46105847,NA,am,0,Menticirrhus saxatilis
Fis-23190,112,Cuba,NA,193268,NA,am,0,Micropogonias undulatus
Fis-23192,112,Cuba,NA,190452,NA,am,0,Naucrates ductor
Fis-23192,162,New Zealand,NA,190452,NA,am,0,Naucrates ductor
Fis-23192,210,Japan,NA,190452,NA,am,0,Naucrates ductor
Fis-23192,1e3,Gaviota,53027115.7928,190452,NA,am,0,Naucrates ductor
Fis-23211,162,New Zealand,NA,154870,NA,am,0,Parapercis colias
Fis-23215,1e3,Gaviota,40048505.5336,183337,NA,am,0,Peprilus simillimus
Fis-23218,112,Cuba,NA,154844,NA,am,0,Platybelone argalus
Fis-23219,112,Cuba,NA,193269,NA,am,0,Pogonias cromis
Fis-23224,210,Japan,NA,155177,NA,am,0,Psenopsis anomala
