"country","commodity","year","value","category"
"Lithuania","Natural sponges other than raw","1979",,"spg"
"Lithuania","Natural sponges raw","1979",,"spg"
"Luxembourg","Natural sponges other than raw","1979",,"spg"
"Luxembourg","Natural sponges raw","1979",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1979",,"spg"
"Madagascar","Natural sponges nei","1979",,"spg"
"Madagascar","Natural sponges raw","1979",,"spg"
"Malawi","Natural sponges nei","1979",,"spg"
"Malaysia","Natural sponges nei","1979",,"spg"
"Martinique","Natural sponges raw","1979",,"spg"
"Mauritius","Natural sponges nei","1979",,"spg"
"Mexico","Natural sponges nei","1979",,"spg"
"Mexico","Natural sponges raw","1979",,"spg"
"Morocco","Natural sponges raw","1979",,"spg"
"Namibia","Natural sponges nei","1979",,"spg"
"Netherlands","Natural sponges other than raw","1979",,"spg"
"Netherlands","Natural sponges raw","1979",1,"spg"
"Netherlands Antilles","Natural sponges nei","1979",,"spg"
"New Caledonia","Natural sponges nei","1979",,"spg"
"New Zealand","Natural sponges raw","1979",,"spg"
"Nigeria","Natural sponges nei","1979",,"spg"
"Nigeria","Natural sponges raw","1979",,"spg"
"Norway","Natural sponges raw","1979",,"spg"
"Oman","Natural sponges nei","1979",,"spg"
"Pakistan","Natural sponges nei","1979",,"spg"
"Papua New Guinea","Natural sponges raw","1979",,"spg"
"Peru","Natural sponges raw","1979",,"spg"
"Philippines","Natural sponges raw","1979",,"spg"
"Poland","Natural sponges other than raw","1979",,"spg"
"Portugal","Natural sponges other than raw","1979",,"spg"
"Portugal","Natural sponges raw","1979",0.1,"spg"
"Romania","Natural sponges raw","1979",,"spg"
"Russian Federation","Natural sponges raw","1979",,"spg"
"Saudi Arabia","Natural sponges nei","1979",,"spg"
"Saudi Arabia","Natural sponges other than raw","1979",,"spg"
"Serbia","Natural sponges nei","1979",,"spg"
"Serbia and Montenegro","Natural sponges nei","1979",,"spg"
"Serbia and Montenegro","Natural sponges raw","1979",,"spg"
"Singapore","Natural sponges raw","1979",,"spg"
"Slovakia","Natural sponges nei","1979",,"spg"
"Slovakia","Natural sponges other than raw","1979",,"spg"
"Slovakia","Natural sponges raw","1979",,"spg"
"Slovenia","Natural sponges nei","1979",,"spg"
"Slovenia","Natural sponges other than raw","1979",,"spg"
"South Africa","Natural sponges raw","1979",,"spg"
"Spain","Natural sponges other than raw","1979",,"spg"
"Spain","Natural sponges raw","1979",,"spg"
"Sudan (former)","Natural sponges nei","1979",,"spg"
"Swaziland","Natural sponges nei","1979",,"spg"
"Sweden","Natural sponges nei","1979",,"spg"
"Sweden","Natural sponges other than raw","1979",,"spg"
"Sweden","Natural sponges raw","1979",,"spg"
"Switzerland","Natural sponges raw","1979",,"spg"
"Syrian Arab Republic","Natural sponges nei","1979",,"spg"
"Syrian Arab Republic","Natural sponges other than raw","1979",,"spg"
"Syrian Arab Republic","Natural sponges raw","1979",,"spg"
"Taiwan Province of China","Natural sponges raw","1979",,"spg"
"Tanzania, United Rep. of","Natural sponges nei","1979",,"spg"
"Thailand","Natural sponges raw","1979",,"spg"
"Trinidad and Tobago","Natural sponges nei","1979",,"spg"
"Tunisia","Natural sponges raw","1979",,"spg"
"Turkey","Natural sponges nei","1979",,"spg"
"Turkey","Natural sponges other than raw","1979",,"spg"
"Turkey","Natural sponges raw","1979",827,"spg"
"Turks and Caicos Is.","Natural sponges nei","1979",,"spg"
"Turks and Caicos Is.","Natural sponges raw","1979",,"spg"
"Uganda","Natural sponges nei","1979",,"spg"
"Ukraine","Natural sponges nei","1979",,"spg"
"United Arab Emirates","Natural sponges nei","1979",,"spg"
"United Kingdom","Natural sponges other than raw","1979",,"spg"
"United Kingdom","Natural sponges raw","1979",119,"spg"
"United States of America","Natural sponges raw","1979",,"spg"
"Venezuela, Boliv Rep of","Natural sponges raw","1979",,"spg"
"Zambia","Natural sponges nei","1979",,"spg"
"Argentina","Natural sponges nei","1980",,"spg"
"Australia","Natural sponges raw","1980",,"spg"
"Austria","Natural sponges other than raw","1980",,"spg"
"Austria","Natural sponges raw","1980",,"spg"
"Bahamas","Natural sponges nei","1980",,"spg"
"Belarus","Natural sponges other than raw","1980",,"spg"
"Belgium","Natural sponges other than raw","1980",,"spg"
"Belgium","Natural sponges raw","1980",2,"spg"
"Bermuda","Natural sponges raw","1980",,"spg"
"Botswana","Natural sponges raw","1980",,"spg"
"Brazil","Natural sponges raw","1980",,"spg"
"Bulgaria","Natural sponges nei","1980",,"spg"
"Bulgaria","Natural sponges other than raw","1980",,"spg"
"Bulgaria","Natural sponges raw","1980",,"spg"
"Canada","Natural sponges raw","1980",,"spg"
"Chile","Natural sponges raw","1980",,"spg"
"China","Natural sponges raw","1980",,"spg"
"China, Hong Kong SAR","Natural sponges nei","1980",,"spg"
"Colombia","Natural sponges nei","1980",,"spg"
"Colombia","Natural sponges raw","1980",,"spg"
"Croatia","Natural sponges nei","1980",,"spg"
"Croatia","Natural sponges other than raw","1980",,"spg"
"Croatia","Natural sponges raw","1980",,"spg"
"Cuba","Natural sponges nei","1980",,"spg"
"Cuba","Natural sponges raw","1980",,"spg"
"Cyprus","Natural sponges other than raw","1980",,"spg"
"Cyprus","Natural sponges raw","1980",128,"spg"
"Czech Republic","Natural sponges nei","1980",,"spg"
"Czech Republic","Natural sponges other than raw","1980",,"spg"
"Czech Republic","Natural sponges raw","1980",,"spg"
"Côte d'Ivoire","Natural sponges nei","1980",,"spg"
"Denmark","Natural sponges other than raw","1980",,"spg"
"Denmark","Natural sponges raw","1980",1,"spg"
"Dominican Republic","Natural sponges nei","1980",,"spg"
"Ecuador","Natural sponges nei","1980",,"spg"
"Egypt","Natural sponges raw","1980",,"spg"
"El Salvador","Natural sponges raw","1980",,"spg"
"Estonia","Natural sponges nei","1980",,"spg"
"Estonia","Natural sponges other than raw","1980",,"spg"
"Ethiopia","Natural sponges nei","1980",,"spg"
"Fiji, Republic of","Natural sponges nei","1980",,"spg"
"Fiji, Republic of","Natural sponges raw","1980",,"spg"
"Finland","Natural sponges other than raw","1980",,"spg"
"France","Natural sponges other than raw","1980",,"spg"
"France","Natural sponges raw","1980",2182,"spg"
"French Polynesia","Natural sponges raw","1980",,"spg"
"Gambia","Natural sponges nei","1980",,"spg"
"Germany","Natural sponges other than raw","1980",,"spg"
"Germany","Natural sponges raw","1980",189,"spg"
"Ghana","Natural sponges nei","1980",,"spg"
"Greece","Natural sponges other than raw","1980",,"spg"
"Greece","Natural sponges raw","1980",3756,"spg"
"Guatemala","Natural sponges raw","1980",,"spg"
"Guyana","Natural sponges nei","1980",,"spg"
"Haiti","Natural sponges raw","1980",,"spg"
"Honduras","Natural sponges raw","1980",,"spg"
"Hungary","Natural sponges nei","1980",,"spg"
"Hungary","Natural sponges other than raw","1980",,"spg"
"Hungary","Natural sponges raw","1980",,"spg"
"Iceland","Natural sponges nei","1980",,"spg"
"India","Natural sponges nei","1980",,"spg"
"Indonesia","Natural sponges raw","1980",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1980",,"spg"
"Iraq","Natural sponges other than raw","1980",,"spg"
"Ireland","Natural sponges other than raw","1980",,"spg"
"Ireland","Natural sponges raw","1980",,"spg"
"Italy","Natural sponges other than raw","1980",,"spg"
"Italy","Natural sponges raw","1980",264,"spg"
"Jamaica","Natural sponges raw","1980",,"spg"
"Japan","Natural sponges raw","1980",122,"spg"
"Kenya","Natural sponges nei","1980",,"spg"
"Korea, Republic of","Natural sponges raw","1980",,"spg"
"Kuwait","Natural sponges raw","1980",,"spg"
"Latvia","Natural sponges nei","1980",,"spg"
"Latvia","Natural sponges other than raw","1980",,"spg"
"Latvia","Natural sponges raw","1980",,"spg"
"Lebanon","Natural sponges nei","1980",,"spg"
"Lesotho","Natural sponges nei","1980",,"spg"
"Libya","Natural sponges nei","1980",,"spg"
"Libya","Natural sponges other than raw","1980",,"spg"
"Libya","Natural sponges raw","1980",,"spg"
"Lithuania","Natural sponges other than raw","1980",,"spg"
"Lithuania","Natural sponges raw","1980",,"spg"
"Luxembourg","Natural sponges other than raw","1980",,"spg"
"Luxembourg","Natural sponges raw","1980",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1980",,"spg"
"Madagascar","Natural sponges nei","1980",,"spg"
"Madagascar","Natural sponges raw","1980",,"spg"
"Malawi","Natural sponges nei","1980",,"spg"
"Malaysia","Natural sponges nei","1980",,"spg"
"Martinique","Natural sponges raw","1980",,"spg"
"Mauritius","Natural sponges nei","1980",,"spg"
"Mexico","Natural sponges nei","1980",,"spg"
"Mexico","Natural sponges raw","1980",,"spg"
"Morocco","Natural sponges raw","1980",,"spg"
"Namibia","Natural sponges nei","1980",,"spg"
"Netherlands","Natural sponges other than raw","1980",,"spg"
"Netherlands","Natural sponges raw","1980",7,"spg"
"Netherlands Antilles","Natural sponges nei","1980",,"spg"
"New Caledonia","Natural sponges nei","1980",,"spg"
"New Zealand","Natural sponges raw","1980",,"spg"
"Nigeria","Natural sponges nei","1980",,"spg"
"Nigeria","Natural sponges raw","1980",,"spg"
"Norway","Natural sponges raw","1980",,"spg"
"Oman","Natural sponges nei","1980",,"spg"
"Pakistan","Natural sponges nei","1980",,"spg"
"Papua New Guinea","Natural sponges raw","1980",,"spg"
"Peru","Natural sponges raw","1980",,"spg"
"Philippines","Natural sponges raw","1980",,"spg"
"Poland","Natural sponges other than raw","1980",,"spg"
"Portugal","Natural sponges other than raw","1980",,"spg"
"Portugal","Natural sponges raw","1980",,"spg"
"Romania","Natural sponges raw","1980",,"spg"
"Russian Federation","Natural sponges raw","1980",,"spg"
"Saudi Arabia","Natural sponges nei","1980",,"spg"
"Saudi Arabia","Natural sponges other than raw","1980",,"spg"
"Serbia","Natural sponges nei","1980",,"spg"
"Serbia and Montenegro","Natural sponges nei","1980",,"spg"
"Serbia and Montenegro","Natural sponges raw","1980",,"spg"
"Singapore","Natural sponges raw","1980",,"spg"
"Slovakia","Natural sponges nei","1980",,"spg"
"Slovakia","Natural sponges other than raw","1980",,"spg"
"Slovakia","Natural sponges raw","1980",,"spg"
"Slovenia","Natural sponges nei","1980",,"spg"
"Slovenia","Natural sponges other than raw","1980",,"spg"
"South Africa","Natural sponges raw","1980",,"spg"
"Spain","Natural sponges other than raw","1980",,"spg"
"Spain","Natural sponges raw","1980",,"spg"
"Sudan (former)","Natural sponges nei","1980",,"spg"
"Swaziland","Natural sponges nei","1980",,"spg"
"Sweden","Natural sponges nei","1980",,"spg"
"Sweden","Natural sponges other than raw","1980",,"spg"
"Sweden","Natural sponges raw","1980",,"spg"
"Switzerland","Natural sponges raw","1980",,"spg"
"Syrian Arab Republic","Natural sponges nei","1980",,"spg"
"Syrian Arab Republic","Natural sponges other than raw","1980",,"spg"
"Syrian Arab Republic","Natural sponges raw","1980",,"spg"
"Taiwan Province of China","Natural sponges raw","1980",61,"spg"
"Tanzania, United Rep. of","Natural sponges nei","1980",,"spg"
"Thailand","Natural sponges raw","1980",,"spg"
"Trinidad and Tobago","Natural sponges nei","1980",,"spg"
"Tunisia","Natural sponges raw","1980",,"spg"
"Turkey","Natural sponges nei","1980",,"spg"
"Turkey","Natural sponges other than raw","1980",,"spg"
"Turkey","Natural sponges raw","1980",836,"spg"
"Turks and Caicos Is.","Natural sponges nei","1980",,"spg"
"Turks and Caicos Is.","Natural sponges raw","1980",,"spg"
"Uganda","Natural sponges nei","1980",,"spg"
"Ukraine","Natural sponges nei","1980",,"spg"
"United Arab Emirates","Natural sponges nei","1980",,"spg"
"United Kingdom","Natural sponges other than raw","1980",,"spg"
"United Kingdom","Natural sponges raw","1980",110,"spg"
"United States of America","Natural sponges raw","1980",,"spg"
"Venezuela, Boliv Rep of","Natural sponges raw","1980",,"spg"
"Zambia","Natural sponges nei","1980",,"spg"
"Argentina","Natural sponges nei","1981",,"spg"
"Australia","Natural sponges raw","1981",,"spg"
"Austria","Natural sponges other than raw","1981",,"spg"
"Austria","Natural sponges raw","1981",,"spg"
"Bahamas","Natural sponges nei","1981",,"spg"
"Belarus","Natural sponges other than raw","1981",,"spg"
"Belgium","Natural sponges other than raw","1981",,"spg"
"Belgium","Natural sponges raw","1981",44,"spg"
"Bermuda","Natural sponges raw","1981",,"spg"
"Botswana","Natural sponges raw","1981",,"spg"
"Brazil","Natural sponges raw","1981",,"spg"
"Bulgaria","Natural sponges nei","1981",,"spg"
"Bulgaria","Natural sponges other than raw","1981",,"spg"
"Bulgaria","Natural sponges raw","1981",,"spg"
"Canada","Natural sponges raw","1981",,"spg"
"Chile","Natural sponges raw","1981",,"spg"
"China","Natural sponges raw","1981",,"spg"
"China, Hong Kong SAR","Natural sponges nei","1981",,"spg"
"Colombia","Natural sponges nei","1981",,"spg"
"Colombia","Natural sponges raw","1981",,"spg"
"Croatia","Natural sponges nei","1981",,"spg"
"Croatia","Natural sponges other than raw","1981",,"spg"
"Croatia","Natural sponges raw","1981",,"spg"
"Cuba","Natural sponges nei","1981",,"spg"
"Cuba","Natural sponges raw","1981",,"spg"
"Cyprus","Natural sponges other than raw","1981",,"spg"
"Cyprus","Natural sponges raw","1981",55,"spg"
"Czech Republic","Natural sponges nei","1981",,"spg"
"Czech Republic","Natural sponges other than raw","1981",,"spg"
"Czech Republic","Natural sponges raw","1981",,"spg"
"Côte d'Ivoire","Natural sponges nei","1981",,"spg"
"Denmark","Natural sponges other than raw","1981",,"spg"
"Denmark","Natural sponges raw","1981",4,"spg"
"Dominican Republic","Natural sponges nei","1981",,"spg"
"Ecuador","Natural sponges nei","1981",,"spg"
"Egypt","Natural sponges raw","1981",,"spg"
"El Salvador","Natural sponges raw","1981",,"spg"
"Estonia","Natural sponges nei","1981",,"spg"
"Estonia","Natural sponges other than raw","1981",,"spg"
"Ethiopia","Natural sponges nei","1981",,"spg"
"Fiji, Republic of","Natural sponges nei","1981",,"spg"
"Fiji, Republic of","Natural sponges raw","1981",,"spg"
"Finland","Natural sponges other than raw","1981",,"spg"
"France","Natural sponges other than raw","1981",,"spg"
"France","Natural sponges raw","1981",2137,"spg"
"French Polynesia","Natural sponges raw","1981",,"spg"
"Gambia","Natural sponges nei","1981",,"spg"
"Germany","Natural sponges other than raw","1981",,"spg"
"Germany","Natural sponges raw","1981",142,"spg"
"Ghana","Natural sponges nei","1981",,"spg"
"Greece","Natural sponges other than raw","1981",,"spg"
"Greece","Natural sponges raw","1981",2694,"spg"
"Guatemala","Natural sponges raw","1981",,"spg"
"Guyana","Natural sponges nei","1981",,"spg"
"Haiti","Natural sponges raw","1981",,"spg"
"Honduras","Natural sponges raw","1981",,"spg"
"Hungary","Natural sponges nei","1981",,"spg"
"Hungary","Natural sponges other than raw","1981",,"spg"
"Hungary","Natural sponges raw","1981",,"spg"
"Iceland","Natural sponges nei","1981",,"spg"
"India","Natural sponges nei","1981",,"spg"
"Indonesia","Natural sponges raw","1981",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1981",,"spg"
"Iraq","Natural sponges other than raw","1981",,"spg"
"Ireland","Natural sponges other than raw","1981",,"spg"
"Ireland","Natural sponges raw","1981",,"spg"
"Italy","Natural sponges other than raw","1981",,"spg"
"Italy","Natural sponges raw","1981",195,"spg"
"Jamaica","Natural sponges raw","1981",,"spg"
"Japan","Natural sponges raw","1981",176,"spg"
"Kenya","Natural sponges nei","1981",,"spg"
"Korea, Republic of","Natural sponges raw","1981",,"spg"
"Kuwait","Natural sponges raw","1981",,"spg"
"Latvia","Natural sponges nei","1981",,"spg"
"Latvia","Natural sponges other than raw","1981",,"spg"
"Latvia","Natural sponges raw","1981",,"spg"
"Lebanon","Natural sponges nei","1981",,"spg"
"Lesotho","Natural sponges nei","1981",,"spg"
"Libya","Natural sponges nei","1981",,"spg"
"Libya","Natural sponges other than raw","1981",,"spg"
"Libya","Natural sponges raw","1981",,"spg"
"Lithuania","Natural sponges other than raw","1981",,"spg"
"Lithuania","Natural sponges raw","1981",,"spg"
"Luxembourg","Natural sponges other than raw","1981",,"spg"
"Luxembourg","Natural sponges raw","1981",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1981",,"spg"
"Madagascar","Natural sponges nei","1981",,"spg"
"Madagascar","Natural sponges raw","1981",,"spg"
"Malawi","Natural sponges nei","1981",,"spg"
"Malaysia","Natural sponges nei","1981",,"spg"
"Martinique","Natural sponges raw","1981",,"spg"
"Mauritius","Natural sponges nei","1981",,"spg"
"Mexico","Natural sponges nei","1981",,"spg"
"Mexico","Natural sponges raw","1981",,"spg"
"Morocco","Natural sponges raw","1981",,"spg"
"Namibia","Natural sponges nei","1981",,"spg"
"Netherlands","Natural sponges other than raw","1981",,"spg"
"Netherlands","Natural sponges raw","1981",39,"spg"
"Netherlands Antilles","Natural sponges nei","1981",,"spg"
"New Caledonia","Natural sponges nei","1981",,"spg"
"New Zealand","Natural sponges raw","1981",,"spg"
"Nigeria","Natural sponges nei","1981",,"spg"
"Nigeria","Natural sponges raw","1981",,"spg"
"Norway","Natural sponges raw","1981",,"spg"
"Oman","Natural sponges nei","1981",,"spg"
"Pakistan","Natural sponges nei","1981",,"spg"
"Papua New Guinea","Natural sponges raw","1981",,"spg"
"Peru","Natural sponges raw","1981",,"spg"
"Philippines","Natural sponges raw","1981",,"spg"
"Poland","Natural sponges other than raw","1981",,"spg"
