am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,cat_code,spp_group
NA,19401,19401,NA,Reithrodontomys raviventris,EN,TERRESTRIAL_MAMMALS_marine
Fis-30583,19488,19488,NA,Rhincodon typus,EN,CHONDRICHTHYES
NA,19735,NA,NA,Kryptolebias marmoratus,LC,NA
NA,19782,NA,NA,Rutilus frisii,LC,NA
Fis-29501,19855,NA,NA,Salmo salar,LR/lc,NA
Fis-21630,19861,NA,NA,Salmo trutta,LC,NA
Fis-153593,19877,NA,NA,Salvelinus alpinus,LC,NA
NA,19897,NA,NA,Sanopus greenfieldorum,VU,NA
Fis-34961,19899,NA,NA,Sanopus splendidus,EN,NA
Fis-30607,19950,19950,NA,Scarus guacamaia,NT,WRASSE
Fis-22821,20047,20047,NA,Scomberomorus concolor,VU,TUNAS_BILLFISHES
Fis-30636,20084,NA,NA,Sebastes fasciatus,EN,NA
Fis-30643,20085,NA,NA,Sebastes paucispinus,CR,NA
Fis-59365,20314,NA,NA,Solegnathus dunckeri,DD,NA
Fis-54098,20315,NA,NA,Solegnathus hardwickii,DD,NA
Fis-32766,20316,NA,NA,Solegnathus lettiensis,DD,NA
Fis-112471,20317,NA,NA,Solegnathus robustus,DD,NA
Fis-29098,20318,NA,NA,Solegnathus spinosissimus,DD,NA
NA,20391,20391,NA,Sorex pribilofensis,EN,TERRESTRIAL_MAMMALS_marine
ITS-Mam-180419,20424,20424,NA,Sousa chinensis,NT,MARINE_MAMMALS
ITS-Mam-180420,20425,20425,NA,Sousa teuszii,VU,MARINE_MAMMALS
NA,20427,20427,NA,Spalacopus cyanus,LC,TERRESTRIAL_MAMMALS_marine
NA,20453,NA,NA,Speleoithona bermudensis,CR,NA
NA,20724,20724,NA,Stegastes sanctaehelenae,LC,DAMSELFISH
ITS-Mam-180430,20729,20729,NA,Stenella attenuata,LC,MARINE_MAMMALS
ITS-Mam-180435,20730,20730,NA,Stenella clymene,DD,MARINE_MAMMALS
ITS-Mam-180434,20731,20731,NA,Stenella coeruleoalba,LC,MARINE_MAMMALS
ITS-Mam-552460,20732,20732,NA,Stenella frontalis,DD,MARINE_MAMMALS
ITS-Mam-180429,20733,20733,NA,Stenella longirostris,DD,MARINE_MAMMALS
ITS-Mam-180417,20738,20738,NA,Steno bredanensis,LC,MARINE_MAMMALS
NA,20745,NA,NA,Stenodus leucichthys,EW,NA
Fis-30676,20795,NA,NA,Stereolepis gigas,CR,NA
NA,20860,NA,NA,Sander lucioperca,LC,NA
NA,20862,NA,NA,Sander volgensis,LC,NA
Fis-30687,21257,NA,NA,Syngnathus abaster,LC,NA
NA,21326,NA,NA,Taenioides jacksoni,LR/nt,NA
Fis-28765,21341,21341,NA,Takifugu niphobles,LC,PUFFERFISH
Fis-55125,21342,21342,NA,Takifugu poecilonotus,LC,PUFFERFISH
Fis-28762,21343,21343,NA,Takifugu xanthopterus,LC,PUFFERFISH
ITS-Mam-180500,21500,21500,NA,Tasmacetus shepherdi,DD,MARINE_MAMMALS
NA,21628,NA,NA,Teramulus kieneri,LC,NA
Fis-52020,21689,21689,NA,Thalassoma ascensionis,DD,WRASSE
Fis-22832,21856,21856,NA,Thunnus alalunga,NT,TUNAS_BILLFISHES
Fis-22833,21857,21857,NA,Thunnus albacares,NT,TUNAS_BILLFISHES
Fis-22835,21858,21858,NA,Thunnus maccoyii,CR,TUNAS_BILLFISHES
Fis-22836,21859,21859,NA,Thunnus obesus,VU,TUNAS_BILLFISHES
Fis-49220,21860,21860,NA,Thunnus thynnus,EN,TUNAS_BILLFISHES
Fis-27843,21994,21994,NA,Torquigener brevipinnis,LC,PUFFERFISH
Fis-26051,22003,NA,NA,Totoaba macdonaldi,CR,NA
NA,22102,22102,NA,Trichechus inunguis,VU,MARINE_MAMMALS
ITS-Mam-180684,22103,22103,NA,Trichechus manatus,VU,MARINE_MAMMALS
NA,22104,22104,NA,Trichechus senegalensis,VU,MARINE_MAMMALS
NA,22105,NA,NA,Trichechus manatus ssp. manatus,EN,NA
W-Msc-207673,22135,NA,NA,Tridacna crocea,LR/lc,NA
W-Msc-382205,22136,NA,NA,Tridacna derasa,VU,NA
W-Msc-207670,22137,NA,NA,Tridacna gigas,VU,NA
W-Msc-207675,22138,NA,NA,Tridacna maxima,LR/cd,NA
W-Msc-207674,22140,NA,NA,Tridacna squamosa,LR/cd,NA
NA,22147,NA,NA,Trigonoscuta rossi,EX,NA
NA,22383,NA,NA,Truncatella guerinii,LC,NA
ITS-Mam-180426,22563,22563,NA,Tursiops truncatus,LC,MARINE_MAMMALS
NA,22781,22781,NA,Urocyon littoralis,NT,TERRESTRIAL_MAMMALS_marine
NA,22823,22823,NA,Ursus maritimus,VU,TERRESTRIAL_MAMMALS_marine
NA,22949,22949,NA,Vespertilio sinensis,LC,TERRESTRIAL_MAMMALS_marine
NA,22979,NA,NA,Vimba vimba,LC,NA
NA,23095,23095,NA,Xantusia riversiana,LC,REPTILES_marine
NA,23141,23141,NA,Xeromys myoides,VU,TERRESTRIAL_MAMMALS_marine
Fis-29576,23148,23148,NA,Xiphias gladius,LC,TUNAS_BILLFISHES
ITS-Mam-180498,23211,23211,NA,Ziphius cavirostris,LC,MARINE_MAMMALS
Fis-28733,23259,NA,NA,Zosterisessor ophiocephalus,LC,NA
Fis-30888,29609,NA,NA,Sebastolobus alascanus,EN,NA
NA,29656,29656,NA,Crocidura suaveolens,LC,TERRESTRIAL_MAMMALS_marine
NA,29658,NA,NA,Neomys fodiens,LC,NA
NA,29667,NA,NA,Sorex minutus,LC,NA
NA,30507,NA,NA,Pandanus balfourii,VU,NA
NA,30561,NA,NA,Trochetiopsis melanoxylon,EX,NA
NA,31351,NA,NA,Podocarpus costalis,EN,NA
NA,31382,31382,NA,Rhizophora apiculata,LC,MANGROVES
NA,32042,NA,NA,Juniperus taxifolia,NT,NA
NA,33705,33705,NA,Dolichandrone spathacea,LC,MANGROVES
NA,33989,NA,NA,Pinus luchuensis,LC,NA
NA,34315,NA,NA,Cordia sebestena var. caymanensis,VU,NA
NA,34364,34364,NA,Aglaia cucullata,DD,MANGROVES
NA,36240,NA,NA,Neoharmsia madagascariensis,VU,NA
NA,37828,NA,NA,Commidendrum rugosum,VU,NA
NA,37930,NA,NA,Sesbania coccinea ssp. atollensis,DD,NA
NA,38559,NA,NA,Dypsis psammophila,EN,NA
NA,39070,NA,NA,Sesuvium edmondstonii,LC,NA
NA,39084,NA,NA,Amaranthus anderssonii,LC,NA
NA,39086,NA,NA,Amaranthus sclerantoides,LC,NA
NA,39087,NA,NA,Blutaparon rigidum,EX,NA
NA,39098,NA,NA,Vallesia glabra var. pubescens,LC,NA
NA,39105,NA,NA,Tiquilia darwinii,LC,NA
NA,39106,NA,NA,Tiquilia fusca,LC,NA
NA,39107,NA,NA,Tiquilia galapagoa,LC,NA
NA,39109,NA,NA,Tournefortia pubescens,LC,NA
NA,39157,NA,NA,Archidium elatum,NT,NA
NA,39241,NA,NA,Riccia atlantica,VU,NA
Fis-144619,39302,NA,NA,Anthias regalis,VU,NA
Fis-24556,39303,39303,NA,Dermatolepis inermis,NT,GROUPERS
Fis-6933,39304,NA,NA,Serranus dewegeri,LR/nt,NA
NA,39323,NA,NA,Phyllanthus revaughanii,CR,NA
Fis-24153,39324,39324,NA,Notorynchus cepedianus,DD,CHONDRICHTHYES
Fis-23223,39327,39327,NA,Pristiophorus cirratus,LC,CHONDRICHTHYES
Fis-29541,39328,39328,NA,Squatina californica,NT,CHONDRICHTHYES
Fis-23281,39329,39329,NA,Squatina argentina,EN,CHONDRICHTHYES
Fis-131150,39330,39330,NA,Squatina guggenheim,EN,CHONDRICHTHYES
Fis-23282,39332,39332,NA,Squatina squatina,CR,CHONDRICHTHYES
Fis-23150,39333,39333,NA,Heterodontus francisci,DD,CHONDRICHTHYES
Fis-23153,39334,39334,NA,Heterodontus portusjacksoni,LC,CHONDRICHTHYES
Fis-6547,39335,39335,NA,Brachaelurus colcloughi,VU,CHONDRICHTHYES
Fis-23199,39336,39336,NA,Odontaspis noronhai,DD,CHONDRICHTHYES
Fis-25899,39337,39337,NA,Pseudocarcharias kamoharai,NT,CHONDRICHTHYES
Fis-31577,39338,39338,NA,Megachasma pelagios,LC,CHONDRICHTHYES
Fis-23899,39339,39339,NA,Alopias vulpinus,VU,CHONDRICHTHYES
NA,39340,NA,NA,Cetorhinus maximus,EN,NA
Fis-58485,39341,39341,NA,Isurus oxyrinchus,VU,CHONDRICHTHYES
Fis-29426,39342,39342,NA,Lamna ditropis,LC,CHONDRICHTHYES
NA,39343,NA,NA,Lamna nasus,CR,NA
NA,39344,NA,NA,Lamna nasus,EN,NA
Fis-23146,39345,39345,NA,Haploblepharus edwardsii,NT,CHONDRICHTHYES
Fis-29411,39346,39346,NA,Haploblepharus fuscus,VU,CHONDRICHTHYES
Fis-23246,39347,39347,NA,Schroederichthys bivius,DD,CHONDRICHTHYES
Fis-23220,39348,39348,NA,Poroderma africanum,NT,CHONDRICHTHYES
Fis-23252,39349,39349,NA,Scyliorhinus capensis,NT,CHONDRICHTHYES
Fis-24089,39350,39350,NA,Leptocharias smithii,NT,CHONDRICHTHYES
Fis-25900,39351,39351,NA,Furgaleus macki,LC,CHONDRICHTHYES
Fis-25233,39352,39352,NA,Galeorhinus galeus,VU,CHONDRICHTHYES
Fis-31588,39353,39353,NA,Hemitriakis leucoperiptera,EN,CHONDRICHTHYES
Fis-25902,39354,39354,NA,Hypogaleus hyugaensis,LC,CHONDRICHTHYES
Fis-31602,39355,39355,NA,Mustelus antarcticus,LC,CHONDRICHTHYES
Fis-31592,39356,39356,NA,Mustelus lenticulatus,LC,CHONDRICHTHYES
Fis-31597,39357,39357,NA,Mustelus asterias,LC,CHONDRICHTHYES
Fis-25412,39358,39358,NA,Mustelus mustelus,VU,CHONDRICHTHYES
Fis-24132,39359,39359,NA,Mustelus canis,NT,CHONDRICHTHYES
NA,39360,39360,NA,Scylliogaleus quecketti,VU,CHONDRICHTHYES
NA,39361,39361,NA,Triakis acutipinna,EN,CHONDRICHTHYES
Fis-25905,39362,39362,NA,Triakis megalopterus,NT,CHONDRICHTHYES
Fis-30741,39363,39363,NA,Triakis semifasciata,LC,CHONDRICHTHYES
Fis-23047,39365,39365,NA,Carcharhinus amblyrhynchos,NT,CHONDRICHTHYES
Fis-23048,39366,39366,NA,Carcharhinus amboinensis,DD,CHONDRICHTHYES
Fis-23049,39367,39367,NA,Carcharhinus borneensis,EN,CHONDRICHTHYES
Fis-23051,39368,39368,NA,Carcharhinus brevipinna,NT,CHONDRICHTHYES
Fis-23057,39369,39369,NA,Carcharhinus hemiodon,CR,CHONDRICHTHYES
Fis-23054,39370,39370,NA,Carcharhinus falciformis,NT,CHONDRICHTHYES
NA,39371,39371,NA,Carcharhinus leiodon,VU,CHONDRICHTHYES
Fis-23059,39372,39372,NA,Carcharhinus leucas,NT,CHONDRICHTHYES
NA,39373,NA,NA,Carcharhinus limbatus,VU,NA
Fis-23061,39374,39374,NA,Carcharhinus longimanus,VU,CHONDRICHTHYES
Fis-23063,39375,39375,NA,Carcharhinus melanopterus,NT,CHONDRICHTHYES
NA,39376,NA,NA,Carcharhinus obscurus,VU,NA
Fis-23129,39378,39378,NA,Galeocerdo cuvier,NT,CHONDRICHTHYES
NA,39379,39379,NA,Glyphis glyphis,EN,CHONDRICHTHYES
Fis-23194,39380,39380,NA,Negaprion brevirostris,NT,CHONDRICHTHYES
Fis-23222,39381,39381,NA,Prionace glauca,NT,CHONDRICHTHYES
Fis-23244,39382,39382,NA,Rhizoprionodon terraenovae,LC,CHONDRICHTHYES
Fis-29505,39383,39383,NA,Scoliodon laticaudus,NT,CHONDRICHTHYES
Fis-23311,39384,39384,NA,Triaenodon obesus,NT,CHONDRICHTHYES
Fis-23273,39385,39385,NA,Sphyrna lewini,EN,CHONDRICHTHYES
Fis-23274,39386,39386,NA,Sphyrna mokarran,EN,CHONDRICHTHYES
Fis-23275,39387,39387,NA,Sphyrna tiburo,LC,CHONDRICHTHYES
Fis-23277,39388,39388,NA,Sphyrna zygaena,VU,CHONDRICHTHYES
Fis-26906,39389,39389,NA,Anoxypristis cuspidata,EN,CHONDRICHTHYES
NA,39390,39390,NA,Pristis clavata,EN,CHONDRICHTHYES
Fis-32599,39393,39393,NA,Pristis zijsron,CR,CHONDRICHTHYES
Fis-25664,39394,39394,NA,Rhynchobatus djiddensis,VU,CHONDRICHTHYES
Fis-30722,39396,39396,NA,Tetronarce californica,LC,CHONDRICHTHYES
Fis-131824,39397,39397,NA,Dipturus batis,CR,CHONDRICHTHYES
Fis-30563,39399,39399,NA,Raja clavata,NT,CHONDRICHTHYES
Fis-31406,39400,39400,NA,Raja microocellata,NT,CHONDRICHTHYES
NA,39402,39402,NA,Potamotrygon henlei,LC,CHONDRICHTHYES
NA,39403,39403,NA,Potamotrygon leopoldi,DD,CHONDRICHTHYES
NA,39404,39404,NA,Potamotrygon motoro,DD,CHONDRICHTHYES
NA,39406,39406,NA,Fontitrygon garouaensis,VU,CHONDRICHTHYES
NA,39407,39407,NA,Hemitrygon laosensis,EN,CHONDRICHTHYES
NA,39411,39411,NA,Fluvitrygon signifer,EN,CHONDRICHTHYES
Fis-25603,39412,39412,NA,Taeniura lymma,NT,CHONDRICHTHYES
Fis-6035,39413,39413,NA,Urogymnus asperrimus,VU,CHONDRICHTHYES
NA,39414,39414,NA,Fontitrygon ukpam,EN,CHONDRICHTHYES
Fis-23322,39415,39415,NA,Aetobatus narinari,NT,CHONDRICHTHYES
Fis-30330,39416,39416,NA,Myliobatis californicus,LC,CHONDRICHTHYES
Fis-26611,39418,39418,NA,Mobula mobular,EN,CHONDRICHTHYES
NA,39427,NA,NA,Cephalorhynchus hectori ssp. maui,CR,NA
NA,39428,15419,Mahakam River,Orcaella brevirostris,CR,MARINE_MAMMALS
NA,39459,NA,NA,Zornia vaughaniana,CR,NA
NA,39464,NA,NA,Dalatias licha,LR/nt,NA
NA,39465,NA,NA,Squatina guggenheim,EN,NA
NA,39541,NA,NA,Notorynchus cepedianus,LR/nt,NA
NA,39543,NA,NA,Carcharhinus amboinensis,NT,NA
NA,39544,NA,NA,Carcharhinus brevipinna,VU,NA
NA,39545,NA,NA,Cetorhinus maximus,EN,NA
NA,39707,NA,NA,Nepenthes treubiana,LC,NA
Fis-131835,39771,39771,NA,Dipturus laevis,EN,CHONDRICHTHYES
Fis-26117,39773,39773,NA,Cephalopholis boenak,LC,GROUPERS
Fis-26129,39774,39774,NA,Cromileptes altivelis,VU,GROUPERS
NA,39908,NA,NA,Liolaemus occipitalis,VU,NA
NA,40095,NA,NA,Ichnusomunda sacchii,CR,NA
ITS-Mam-180502,40635,40635,NA,Indopacetus pacificus,DD,MARINE_MAMMALS
NA,40708,NA,NA,Pomatoschistus canestrinii,LC,NA
NA,40710,NA,NA,Percarina demidoffii,NT,NA
NA,40711,40711,NA,Stegastes sanctipauli,LC,DAMSELFISH
Fis-25926,40715,NA,NA,Syngnathoides biaculeatus,DD,NA
NA,40723,NA,NA,Typhaeus hiostius,EN,NA
Fis-131089,40773,NA,NA,Hippocampus subelongatus,DD,NA
NA,40784,NA,NA,Neovison macrodon,EX,NA
Fis-23046,40797,40797,NA,Carcharhinus amblyrhynchoides,NT,CHONDRICHTHYES
Fis-130613,40802,NA,NA,Hippocampus barbouri,VU,NA
Fis-35481,41004,NA,NA,Hippocampus angustus,DD,NA
Fis-131073,41005,NA,NA,Hippocampus mohnikei,DD,NA
Fis-130691,41006,NA,NA,Hippocampus guttulatus,DD,NA
Fis-130608,41007,NA,NA,Hippocampus algiricus,VU,NA
Fis-130620,41008,NA,NA,Hippocampus comes,VU,NA
Fis-130667,41009,NA,NA,Hippocampus fisheri,DD,NA
Fis-130734,41010,NA,NA,Hippocampus kelloggi,VU,NA
NA,41030,NA,NA,Syngnathus watermeyeri,CR,NA
Fis-140168,41064,41064,NA,Pseudobatos horkelii,CR,CHONDRICHTHYES
NA,41303,41303,NA,Sylvilagus palustris,LC,TERRESTRIAL_MAMMALS_marine
NA,41366,NA,NA,Crocidura whitakeri,LC,NA
NA,41474,NA,NA,Scapanus orarius,LC,NA
NA,41485,41485,NA,Talpa stankovici,LC,TERRESTRIAL_MAMMALS_marine
NA,41588,41588,NA,Vulpes zerda,LC,TERRESTRIAL_MAMMALS_marine
NA,41590,41590,NA,Atilax paludinosus,LC,TERRESTRIAL_MAMMALS_marine
NA,41658,41658,NA,Mustela putorius,LC,TERRESTRIAL_MAMMALS_marine
ITS-Mam-180631,41664,41664,NA,Arctocephalus forsteri,LC,MARINE_MAMMALS
ITS-Mam-180619,41665,41665,NA,Otaria byronia,LC,MARINE_MAMMALS
ITS-Mam-180621,41666,41666,NA,Zalophus californianus,LC,MARINE_MAMMALS
NA,41667,NA,NA,Zalophus japonicus,EX,NA
ITS-Mam-622014,41668,41668,NA,Zalophus wollebaeki,EN,MARINE_MAMMALS
NA,41669,41669,NA,Pusa caspica,EN,MARINE_MAMMALS
ITS-Mam-622021,41670,41670,NA,Histriophoca fasciata,LC,MARINE_MAMMALS
ITS-Mam-622022,41671,41671,NA,Pagophilus groenlandicus,LC,MARINE_MAMMALS
ITS-Mam-622018,41672,41672,NA,Pusa hispida,LC,MARINE_MAMMALS
NA,41673,NA,NA,Pusa hispida ssp. botnica,LC,NA
NA,41676,41676,NA,Pusa sibirica,LC,MARINE_MAMMALS
NA,41677,NA,NA,Pusa hispida ssp. ochotensis,LC,NA
ITS-Mam-612591,41711,41711,NA,Eubalaena japonica,EN,MARINE_MAMMALS
ITS-Mam-180537,41712,41712,NA,Eubalaena glacialis,EN,MARINE_MAMMALS
NA,41713,NA,NA,Balaenoptera musculus ssp. intermedia,CR,NA
ITS-Mam-612596,41714,41714,NA,Tursiops aduncus,DD,MARINE_MAMMALS
ITS-Mam-180475,41715,41715,NA,Phocoena dioptrica,DD,MARINE_MAMMALS
Fis-147871,41716,NA,NA,Hippocampus denise,DD,NA
Fis-142344,41718,41718,NA,Apristurus albisoma,LC,CHONDRICHTHYES
Fis-145092,41719,41719,NA,Apristurus exsanguis,LC,CHONDRICHTHYES
Fis-23028,41720,41720,NA,Asymbolus analis,LC,CHONDRICHTHYES
NA,41721,41721,NA,Asymbolus funebris,DD,CHONDRICHTHYES
Fis-140641,41722,41722,NA,Asymbolus occiduus,LC,CHONDRICHTHYES
Fis-140642,41723,41723,NA,Asymbolus pallidus,LC,CHONDRICHTHYES
Fis-140639,41724,41724,NA,Asymbolus parvus,LC,CHONDRICHTHYES
Fis-140692,41725,41725,NA,Asymbolus rubiginosus,LC,CHONDRICHTHYES
Fis-140634,41726,41726,NA,Asymbolus submaculatus,LC,CHONDRICHTHYES
Fis-23029,41727,41727,NA,Asymbolus vincenti,LC,CHONDRICHTHYES
Fis-131407,41728,41728,NA,Atelomycterus fasciatus,LC,CHONDRICHTHYES
Fis-29298,41729,41729,NA,Atelomycterus macleayi,LC,CHONDRICHTHYES
Fis-24448,41730,41730,NA,Atelomycterus marmoratus,NT,CHONDRICHTHYES
NA,41731,41731,NA,Aulohalaelurus labiosus,LC,CHONDRICHTHYES
Fis-25886,41732,41732,NA,Brachaelurus waddi,LC,CHONDRICHTHYES
Fis-23052,41733,41733,NA,Carcharhinus cautus,DD,CHONDRICHTHYES
Fis-23053,41734,41734,NA,Carcharhinus dussumieri,NT,CHONDRICHTHYES
Fis-23055,41735,41735,NA,Carcharhinus fitzroyensis,LC,CHONDRICHTHYES
Fis-23056,41736,41736,NA,Carcharhinus galapagensis,NT,CHONDRICHTHYES
Fis-23062,41737,41737,NA,Carcharhinus macloti,NT,CHONDRICHTHYES
Fis-23068,41738,41738,NA,Carcharhinus sealei,NT,CHONDRICHTHYES
Fis-47835,41739,41739,NA,Carcharhinus tilstoni,LC,CHONDRICHTHYES
Fis-29319,41740,41740,NA,Centrophorus harrissoni,EN,CHONDRICHTHYES
Fis-23050,41741,41741,NA,Carcharhinus brachyurus,NT,CHONDRICHTHYES
NA,41742,NA,NA,Carcharhinus brachyurus,VU,NA
Fis-31073,41743,41743,NA,Callorhinchus milii,LC,CHONDRICHTHYES
Fis-23077,41745,NA,NA,Centrophorus uyato,DD,NA
Fis-29325,41746,41746,NA,Centroscyllium kamoharai,DD,CHONDRICHTHYES
Fis-29328,41747,41747,NA,Centroscymnus coelolepis,NT,CHONDRICHTHYES
Fis-61506,41749,41749,NA,Centroscymnus owstonii,LC,CHONDRICHTHYES
Fis-23081,41752,41752,NA,Cephaloscyllium isabellum,LC,CHONDRICHTHYES
Fis-23082,41753,41753,NA,Cephaloscyllium laticeps,LC,CHONDRICHTHYES
NA,41754,41754,NA,Neophocaena asiaeorientalis,VU,MARINE_MAMMALS
ITS-Mam-180488,41755,41755,NA,Physeter macrocephalus,VU,MARINE_MAMMALS
NA,41758,41758,NA,Platanista gangetica,EN,MARINE_MAMMALS
ITS-Mam-612599,41759,41759,NA,Mesoplodon perrini,DD,MARINE_MAMMALS
ITS-Mam-612598,41760,41760,NA,Mesoplodon traversii,DD,MARINE_MAMMALS
NA,41761,17978,Rio Grande do Sul/Uruguay,Pontoporia blainvillei,VU,MARINE_MAMMALS
NA,41762,6336,Mediterranean,Delphinus delphis,EN,MARINE_MAMMALS
Fis-25892,41791,41791,NA,Chiloscyllium indicum,NT,CHONDRICHTHYES
Fis-30780,41792,41792,NA,Chiloscyllium griseum,NT,CHONDRICHTHYES
Fis-124683,41793,41793,NA,Chimaera panthera,DD,CHONDRICHTHYES
Fis-29338,41794,41794,NA,Chlamydoselachus anguineus,LC,CHONDRICHTHYES
Fis-29340,41795,41795,NA,Cirrhigaleus barbifer,DD,CHONDRICHTHYES
Fis-26085,41796,41796,NA,Bathytoshia brevicaudata,LC,CHONDRICHTHYES
Fis-35263,41797,41797,NA,Hemitrygon fluviorum,VU,CHONDRICHTHYES
Fis-23103,41798,41798,NA,Deania calcea,LC,CHONDRICHTHYES
Fis-131849,41799,41799,NA,Dipturus innominatus,NT,CHONDRICHTHYES
Fis-161073,41800,41800,NA,Zearaja nasutus,LC,CHONDRICHTHYES
Fis-23113,41801,41801,NA,Echinorhinus brucus,DD,CHONDRICHTHYES
Fis-29367,41802,41802,NA,Echinorhinus cookei,NT,CHONDRICHTHYES
Fis-131447,41803,41803,NA,Etmopterus baxteri,LC,CHONDRICHTHYES
Fis-146570,41804,41804,NA,Etmopterus caudistigmus,LC,CHONDRICHTHYES
Fis-146571,41805,41805,NA,Etmopterus dianthus,LC,CHONDRICHTHYES
Fis-146572,41806,41806,NA,Etmopterus dislineatus,LC,CHONDRICHTHYES
Fis-146573,41807,41807,NA,Etmopterus evansi,LC,CHONDRICHTHYES
Fis-146574,41808,41808,NA,Etmopterus fusus,LC,CHONDRICHTHYES
Fis-146575,41809,41809,NA,Etmopterus pseudosqualiolus,LC,CHONDRICHTHYES
Fis-23128,41810,41810,NA,Eusphyra blochii,EN,CHONDRICHTHYES
Fis-6652,41811,41811,NA,Figaro boardmani,LC,CHONDRICHTHYES
Fis-125906,41812,41812,NA,Galeus gracilis,DD,CHONDRICHTHYES
NA,41813,41813,NA,Gogolia filewoodi,DD,CHONDRICHTHYES
Fis-25898,41814,41814,NA,Gollum attenuatus,LC,CHONDRICHTHYES
Fis-31570,41816,41816,NA,Hemigaleus microstoma,VU,CHONDRICHTHYES
Fis-25894,41818,41818,NA,Hemiscyllium ocellatum,LC,CHONDRICHTHYES
NA,41819,41819,NA,Hemiscyllium strahani,VU,CHONDRICHTHYES
Fis-31576,41820,41820,NA,Hemiscyllium trispeculare,LC,CHONDRICHTHYES
NA,41821,41821,NA,Hemitriakis abdita,DD,CHONDRICHTHYES
NA,41822,41822,NA,Hemitriakis falcata,LC,CHONDRICHTHYES
Fis-23149,41823,41823,NA,Heptranchias perlo,NT,CHONDRICHTHYES
Fis-23151,41824,41824,NA,Heterodontus galeatus,LC,CHONDRICHTHYES
Fis-23156,41825,41825,NA,Heterodontus zebra,LC,CHONDRICHTHYES
Fis-146557,41826,41826,NA,Hydrolagus bemisi,LC,CHONDRICHTHYES
Fis-28784,41827,41827,NA,Hydrolagus novaezealandiae,LC,CHONDRICHTHYES
Fis-139820,41828,41828,NA,Hypnos monopterygius,LC,CHONDRICHTHYES
Fis-31589,41829,41829,NA,Iago garricki,LC,CHONDRICHTHYES
Fis-23161,41830,41830,NA,Isistius brasiliensis,LC,CHONDRICHTHYES
Fis-29436,41831,41831,NA,Loxodon macrorhinus,LC,CHONDRICHTHYES
Fis-58386,41832,41832,NA,Mobula eregoodootenkee,NT,CHONDRICHTHYES
Fis-21798,41833,41833,NA,Mobula japanica,NT,CHONDRICHTHYES
Fis-25888,41835,41835,NA,Nebrius ferrugineus,VU,CHONDRICHTHYES
Fis-23193,41836,41836,NA,Negaprion acutidens,VU,CHONDRICHTHYES
Fis-23201,41837,41837,NA,Orectolobus maculatus,LC,CHONDRICHTHYES
Fis-23202,41838,41838,NA,Orectolobus ornatus,LC,CHONDRICHTHYES
Fis-29459,41839,41839,NA,Orectolobus wardi,LC,CHONDRICHTHYES
Fis-23204,41840,41840,NA,Oxynotus bruniensis,DD,CHONDRICHTHYES
Fis-31582,41841,41841,NA,Parascyllium collare,LC,CHONDRICHTHYES
Fis-31583,41842,41842,NA,Parascyllium ferrugineum,LC,CHONDRICHTHYES
Fis-144985,41843,41843,NA,Parascyllium sparsimaculatum,DD,CHONDRICHTHYES
Fis-25895,41844,41844,NA,Parascyllium variolatum,LC,CHONDRICHTHYES
Fis-120127,41845,41845,NA,Parmaturus macmillani,DD,CHONDRICHTHYES
Fis-29485,41846,41846,NA,Pristiophorus nudipinnis,LC,CHONDRICHTHYES
Fis-32975,41848,41848,NA,Rhina ancylostoma,VU,CHONDRICHTHYES
Fis-159584,41849,41849,NA,Glaucostegus typus,VU,CHONDRICHTHYES
Fis-23239,41850,41850,NA,Rhizoprionodon acutus,LC,CHONDRICHTHYES
Fis-29500,41851,41851,NA,Rhizoprionodon oligolinx,LC,CHONDRICHTHYES
Fis-23243,41852,41852,NA,Rhizoprionodon taylori,LC,CHONDRICHTHYES
Fis-47341,41853,41853,NA,Rhynchobatus australiae,VU,CHONDRICHTHYES
NA,41854,41854,NA,Rhynchobatus laevis,VU,CHONDRICHTHYES
Fis-61614,41855,41855,NA,Scymnodalatias albicauda,DD,CHONDRICHTHYES
NA,41856,41856,NA,Scymnodalatias sherwoodi,DD,CHONDRICHTHYES
Fis-142376,41857,41857,NA,Somniosus antarcticus,DD,CHONDRICHTHYES
Fis-61691,41858,41858,NA,Squaliolus aliae,LC,CHONDRICHTHYES
Fis-23280,41859,41859,NA,Squalus megalops,DD,CHONDRICHTHYES
NA,41860,41860,NA,Squalus melanurus,LC,CHONDRICHTHYES
NA,41861,41861,NA,Squalus rancureli,NT,CHONDRICHTHYES
Fis-29540,41862,41862,NA,Squatina australis,LC,CHONDRICHTHYES
Fis-29547,41863,41863,NA,Squatina tergocellata,LC,CHONDRICHTHYES
Fis-23292,41864,41864,NA,Sutorectus tentaculatus,LC,CHONDRICHTHYES
Fis-118279,41865,41865,NA,Tetronarce fairchildi,DD,CHONDRICHTHYES
Fis-32976,41866,41866,NA,Trygonorrhina fasciata,LC,CHONDRICHTHYES
NA,41867,41867,NA,Typhlonarke aysoni,DD,CHONDRICHTHYES
NA,41868,41868,NA,Typhlonarke tarakea,DD,CHONDRICHTHYES
NA,41870,41870,NA,Aulohalaelurus kanakorum,VU,CHONDRICHTHYES
Fis-23076,41871,41871,NA,Centrophorus squamosus,VU,CHONDRICHTHYES
Fis-31573,41872,41872,NA,Chiloscyllium punctatum,NT,CHONDRICHTHYES
Fis-23126,41873,41873,NA,Eucrossorhinus dasypogon,LC,CHONDRICHTHYES
