iucn_sid,pop_trend,am_sid,sciname,trend_score
44207,unknown,NA,Apristurus aphyodes,NA
44217,unknown,Fis-29282,Apristurus longicephalus,NA
44222,unknown,Fis-142346,Apristurus pinguis,NA
44223,unknown,Fis-23006,Apristurus platyrhynchus,NA
44275,increasing,NA,Cyclura lewisi,0.5
44463,decreasing,Fis-29563,Thalassophryne uranoscopus,-0.5
44496,unknown,Fis-29481,Pliotrema warreni,NA
44555,decreasing,NA,Orcaella brevirostris,-0.5
44556,decreasing,NA,Orcaella brevirostris,-0.5
44557,decreasing,NA,Orcaella brevirostris,-0.5
44565,stable,Fis-31578,Mitsukurina owstoni,0
44566,unknown,Fis-30530,Pseudotriakis microdon,NA
44575,decreasing,Fis-132553,Atlantoraja castelnaui,-0.5
44577,unknown,Fis-149483,Benthobatis kreffti,NA
44578,decreasing,Fis-150164,Galeus mincaronei,-0.5
44581,decreasing,Fis-25904,Mustelus fasciatus,-0.5
44582,unknown,Fis-132505,Psammobatis bergi,NA
44583,unknown,Fis-132506,Psammobatis extenta,NA
44586,unknown,Fis-150165,Schroederichthys saurisqualus,NA
44591,unknown,Fis-29528,Sphyrna corona,NA
44595,decreasing,NA,Rhinoptera brasiliensis,-0.5
44598,unknown,Fis-63251,Urotrygon microphthalmum,NA
44599,unknown,Fis-23004,Apristurus manis,NA
44602,unknown,Fis-23008,Apristurus saldanha,NA
44606,stable,Fis-23084,Cephaloscyllium sufflans,0
44607,unknown,Fis-132518,Dipturus campbelli,NA
44609,stable,Fis-131829,Dipturus pullopunctatus,0
44611,unknown,Fis-25897,Eridacnis sinuans,NA
44617,unknown,NA,Pseudoginglymostoma brevicaudatum,NA
44618,unknown,Fis-131805,Rajella caudaspinosa,NA
44619,unknown,Fis-170052,Rajella leopardus,NA
44620,unknown,Fis-132543,Rajella ravidula,NA
44642,decreasing,Fis-131502,Sympterygia acuta,-0.5
44649,stable,Fis-29400,Galeus polli,0
44650,stable,Fis-132559,Rajella barnardi,0
44651,unknown,Fis-131897,Rajella dissimilis,NA
44654,unknown,Fis-125920,Gurgesiella furvescens,NA
44655,unknown,Fis-127218,Rajella nigerrima,NA
44656,decreasing,Fis-131995,Gurgesiella dorsalifera,-0.5
44657,unknown,Fis-23005,Apristurus microps,NA
44668,unknown,Fis-145581,Choerodon cauteroma,NA
44669,unknown,Fis-26112,Choerodon schoenleinii,NA
44670,unknown,Fis-28694,Choerodon cyanodus,NA
44671,unknown,NA,Choerodon rubescens,NA
44673,unknown,Fis-25130,Epinephelus fuscoguttatus,NA
44674,decreasing,Fis-26136,Epinephelus coioides,-0.5
44675,unknown,Fis-163783,Hyporthodus quernus,NA
44676,stable,NA,Epinephelus irroratus,0
44677,decreasing,Fis-31618,Epinephelus albomarginatus,-0.5
44678,unknown,NA,Epinephelus andersoni,NA
44681,decreasing,Fis-22721,Epinephelus morio,-0.5
44682,unknown,Fis-23651,Mycteroperca tigris,NA
44683,decreasing,Fis-23652,Mycteroperca venenosa,-0.5
44684,decreasing,Fis-25341,Plectropomus leopardus,-0.5
44686,unknown,Fis-33251,Epinephelus cifuentesi,NA
44993,decreasing,Fis-32809,Discopyge tschudii,-0.5
46863,NA,Fis-29243,Atherinomorus lineatus,NA
46864,unknown,Fis-23074,Centroselachus crepidater,NA
46865,unknown,Fis-23080,Proscymnodon plunketi,NA
60081,unknown,Fis-161466,Trygonoptera imitata,NA
60082,stable,NA,Trygonoptera mucosa,0
60083,stable,Fis-61250,Trygonoptera ovalis,0
60084,stable,NA,Trygonoptera personata,0
60085,stable,Fis-47413,Trygonoptera testacea,0
60087,unknown,NA,Urolophus aurantiacus,NA
60088,decreasing,Fis-47420,Urolophus bucculentus,-0.5
60089,stable,NA,Urolophus circularis,0
60090,unknown,Fis-53171,Urolophus cruciatus,NA
60091,unknown,Fis-152001,Urolophus deforgesi,NA
60092,stable,Fis-54647,Urolophus expansus,0
60093,unknown,Fis-34717,Urolophus flavomosaicus,NA
60094,unknown,NA,Urolophus gigas,NA
60095,decreasing,NA,Urolophus javanicus,-0.5
60097,stable,NA,Urolophus lobatus,0
60098,unknown,NA,Urolophus mitosis,NA
60099,unknown,Fis-152008,Urolophus neocaledoniensis,NA
60100,unknown,Fis-61406,Urolophus orarius,NA
60101,unknown,Fis-152011,Urolophus papilio,NA
60102,stable,Fis-54691,Urolophus paucimaculatus,0
60103,unknown,Fis-152012,Urolophus piperatus,NA
60104,decreasing,Fis-47424,Urolophus sufflavus,-0.5
60105,decreasing,Fis-47425,Urolophus viridis,-0.5
60106,unknown,Fis-61410,Urolophus westraliensis,NA
60108,stable,Fis-30753,Urobatis halleri,0
60109,unknown,Fis-139857,Urobatis jamaicensis,NA
60111,unknown,Fis-26519,Plesiobatis daviesi,NA
60112,unknown,Fis-24278,Platyrhinoidis triseriata,NA
60113,decreasing,Fis-28559,Gymnura zonura,-0.5
60117,decreasing,Fis-26932,Gymnura poecilura,-0.5
60118,unknown,NA,Dipturus crosnieri,NA
60119,decreasing,Fis-27240,Aetobatus flagellum,-0.5
60120,decreasing,Fis-28560,Aetomylaeus maculatus,-0.5
60121,decreasing,Fis-28562,Aetomylaeus vespertilio,-0.5
60124,decreasing,NA,Myliobatis hamlyni,-0.5
60125,unknown,NA,Myliobatis longirostris,NA
60128,unknown,Fis-24323,Rhinoptera bonasus,NA
60129,unknown,Fis-32611,Rhinoptera javanica,NA
60130,unknown,Fis-35536,Rhinoptera steindachneri,NA
60131,unknown,NA,Torpedo adenensis,NA
60138,stable,Fis-22772,Callorhinchus capensis,0
60139,unknown,Fis-33127,Harriotta haeckeli,NA
60140,stable,Fis-31217,Harriotta raleighana,0
60145,unknown,Fis-33129,Rhinochimaera atlantica,NA
60146,unknown,Fis-52460,Rhinochimaera pacifica,NA
60147,unknown,Fis-132966,Telatrygon acutirostra,NA
60148,unknown,Fis-23102,Hemitrygon akajei,NA
60150,unknown,Fis-161493,Neotrygon annotata,NA
60151,unknown,NA,Fontitrygon colarensis,NA
60153,unknown,Fis-62855,Fontitrygon geijskesi,NA
60155,unknown,Fis-132967,Hemitrygon izuensis,NA
60156,unknown,Fis-161495,Neotrygon leylandi,NA
60158,unknown,Fis-23996,Hypanus sabinus,NA
60159,unknown,Fis-15356,Hypanus say,NA
60160,unknown,Fis-26902,Telatrygon zugei,NA
60162,decreasing,Fis-166734,Taeniurops meyeni,-0.5
60163,unknown,Fis-31408,Acroteriobatus annulatus,NA
60164,unknown,Fis-32608,Acroteriobatus blochii,NA
60166,decreasing,Fis-159583,Glaucostegus granulatus,-0.5
60167,unknown,NA,Rhinobatos hynnicephalus,NA
60168,unknown,Fis-35525,Pseudobatos leucorhynchus,NA
60169,unknown,NA,Rhinobatos nudidorsalis,NA
60170,decreasing,NA,Glaucostegus obtusus,-0.5
60171,decreasing,Fis-24322,Pseudobatos productus,-0.5
60175,unknown,Fis-28552,Glaucostegus thouin,NA
60176,unknown,NA,Acroteriobatus zanzibarensis,NA
60179,unknown,NA,Aptychotrema timorensis,NA
60180,decreasing,Fis-62889,Rhynchobatus luebberti,-0.5
60181,decreasing,NA,Rhynchobatus sp. nov. A,-0.5
60182,decreasing,Fis-164223,Rhynchobatus springeri,-0.5
60185,unknown,Fis-146555,Chimaera lignaria,NA
60191,increasing,Fis-24068,Hydrolagus colliei,0.5
60192,stable,Fis-47319,Hydrolagus lemures,0
60195,stable,Fis-55116,Hydrolagus ogilbyi,0
60197,unknown,Fis-146607,Hydrolagus trolli,NA
60198,unknown,Fis-35513,Mobula munkiana,NA
60199,decreasing,Fis-35514,Mobula tarapacana,-0.5
60200,decreasing,Fis-24127,Mobula thurstoni,-0.5
60202,decreasing,Fis-133951,Sphyrna tudes,-0.5
60203,decreasing,Fis-31596,Mustelus schmitti,-0.5
60204,unknown,Fis-31591,Mustelus higmani,NA
60210,unknown,Fis-23127,Euprotomicrus bispinatus,NA
60211,unknown,NA,Heteroscymnoides marleyi,NA
60212,unknown,Fis-29421,Isistius plutodus,NA
60213,unknown,Fis-22831,Somniosus microcephalus,NA
60214,unknown,Fis-29531,Squaliolus laticaudus,NA
60217,decreasing,Fis-49770,Carcharhinus perezi,-0.5
60218,decreasing,Fis-23162,Isogomphodon oxyrhynchus,-0.5
60219,decreasing,Fis-23069,Carcharhinus signatus,-0.5
60222,unknown,Fis-25470,Chiloscyllium plagiosum,NA
60225,decreasing,Fis-29423,Isurus paucus,-0.5
60227,unknown,Fis-23085,Cephaloscyllium ventriosum,NA
60228,unknown,Fis-29399,Galeus piperatus,NA
60231,unknown,Fis-23213,Parmaturus xaniurus,NA
60233,increasing,Fis-23255,Scyliorhinus retifer,0.5
60236,unknown,Fis-58162,Etmopterus bigelowi,NA
60239,unknown,Fis-23122,Etmopterus hillianus,NA
60243,unknown,Fis-131162,Etmopterus robinsi,NA
60244,unknown,Fis-29385,Etmopterus sentosus,NA
60245,unknown,Fis-29387,Etmopterus virens,NA
60246,unknown,Fis-29384,Etmopterus schultzi,NA
60344,decreasing,Fis-22711,Anguilla anguilla,-0.5
60764,stable,Fis-62566,Salaria fluviatilis,0
61207,unknown,Fis-30462,Pellona ditchela,NA
61250,unknown,Fis-23614,Lutjanus argentimaculatus,NA
61333,decreasing,Fis-115790,Hucho perryi,-0.5
61337,unknown,Fis-26498,Epinephelus daemelii,NA
61338,decreasing,Fis-26113,Epinephelus malabaricus,-0.5
61339,decreasing,Fis-26142,Epinephelus polyphekadion,-0.5
61340,decreasing,Fis-24990,Semicossyphus pulcher,-0.5
61353,unknown,NA,Salaria economidisi,NA
61398,decreasing,Fis-63248,Atlantoraja cyclophora,-0.5
61401,unknown,NA,Diplobatis colombiensis,NA
61402,unknown,NA,Diplobatis guamachensis,NA
61403,unknown,Fis-27132,Diplobatis ommata,NA
61404,unknown,Fis-63252,Diplobatis pictus,NA
61405,decreasing,Fis-132549,Leucoraja melitensis,-0.5
61406,unknown,NA,Narcine brevilabiata,NA
61407,stable,Fis-23242,Rhizoprionodon porosus,0
61408,decreasing,Fis-131821,Rostroraja alba,-0.5
61417,decreasing,Fis-29538,Squatina aculeata,-0.5
61418,decreasing,Fis-29546,Squatina oculata,-0.5
61419,decreasing,NA,Zapteryx brevirostris,-0.5
61436,stable,NA,Zonosaurus madagascariensis,0
61442,decreasing,NA,Delphinapterus leucas,-0.5
61455,decreasing,NA,Acanthodactylus blanci,-0.5
61458,unknown,NA,Acanthodactylus maculatus,NA
61459,decreasing,NA,Acanthodactylus mechriguensis,-0.5
61460,decreasing,NA,Acanthodactylus pardalis,-0.5
61461,unknown,NA,Acanthodactylus savignyi,NA
61478,decreasing,NA,Chalcides manueli,-0.5
61482,unknown,NA,Chalcides mionecton,NA
61485,decreasing,NA,Chalcides polylepis,-0.5
61538,decreasing,NA,Natrix maura,-0.5
61545,decreasing,NA,Podarcis carbonelli,-0.5
61571,stable,NA,Chalcides sepsoides,0
61584,decreasing,NA,Timon pater,-0.5
61743,stable,W-Msc-405014,Haliotis kamtschatkana,0
62223,unknown,Fis-29858,Coregonus sardinella,NA
62227,decreasing,NA,Anniella pulchra,-0.5
63100,decreasing,Fis-131842,Dipturus oxyrinchus,-0.5
63102,unknown,Fis-125142,Rhinoraja albomaculata,NA
63103,unknown,Fis-63099,Hydrolagus pallidus,NA
63104,decreasing,Fis-27249,Hydrolagus mirabilis,-0.5
63106,decreasing,Fis-160316,Bathyraja cousseauae,-0.5
63107,unknown,Fis-26997,Callorhinchus callorynchus,NA
63108,unknown,Fis-29380,Etmopterus gracilispinis,NA
63109,unknown,Fis-132558,Rioraja agassizii,NA
63110,decreasing,Fis-131990,Atlantoraja platana,-0.5
63111,unknown,Fis-125150,Bathyraja brachyurops,NA
63113,decreasing,Fis-61787,Bathyraja griseocauda,-0.5
63114,stable,Fis-29808,Chimaera monstrosa,0
63115,unknown,NA,Bathyraja pallida,NA
63116,decreasing,Fis-131848,Dipturus trachydermus,-0.5
63117,unknown,Fis-127225,Rhinoraja macloviana,NA
63118,unknown,Fis-23121,Etmopterus granulosus,NA
63119,unknown,Fis-131852,Amblyraja hyperborea,NA
63120,decreasing,Fis-33079,Raja asterias,-0.5
63122,unknown,Fis-132004,Amblyraja doellojuradoi,NA
63123,unknown,Fis-25629,Hydrolagus affinis,NA
63124,unknown,NA,Dipturus mennii,NA
63125,stable,NA,Malacoraja kreffti,0
63126,unknown,Fis-54405,Malacoraja spinacidermis,NA
63127,unknown,Fis-27351,Bathyraja richardsoni,NA
63128,decreasing,Fis-31593,Mustelus mento,-0.5
63129,decreasing,Fis-31598,Mustelus whitneyi,-0.5
63130,decreasing,NA,Triakis maculata,-0.5
63131,decreasing,Fis-25424,Rhinobatos rhinobatos,-0.5
63132,decreasing,Fis-30585,Glaucostegus cemiculus,-0.5
63141,unknown,Fis-23205,Oxynotus centrina,NA
63142,unknown,NA,Narcine bancroftii,NA
63144,unknown,Fis-131461,Rhinoraja multispinis,NA
63145,unknown,Fis-127222,Bathyraja scaphiops,NA
63146,stable,Fis-30925,Raja montagui,0
63147,decreasing,Fis-160080,Zearaja chilensis,-0.5
63149,unknown,NA,Galeus atlanticus,NA
63150,decreasing,NA,Squatina punctata,-0.5
63152,unknown,Fis-23993,Bathytoshia centroura,NA
63153,decreasing,Fis-24044,Gymnura altavela,-0.5
63154,decreasing,Fis-149486,Narcine leoparda,-0.5
63155,unknown,Fis-32442,Raja cervigoni,NA
63156,unknown,Fis-127563,Urotrygon venezuelae,NA
63165,stable,Fis-160464,Mustelus ravidus,0
63166,decreasing,NA,Rhinobatos penggali,-0.5
63167,decreasing,NA,Rhinobatos jimbaranensis,-0.5
63570,unknown,Fis-23016,Argyrosomus hololepidotus,NA
63571,decreasing,Fis-25689,Bolbometopon muricatum,-0.5
63717,decreasing,NA,Ophisaurus ceroni,-0.5
63718,decreasing,NA,Ophisaurus compressus,-0.5
63722,decreasing,NA,Anniella geronimensis,-0.5
63745,stable,NA,Chionactis occipitalis,0
63758,stable,NA,Conophis lineatus,0
63852,decreasing,NA,Nerodia clarkii,-0.5
64066,stable,NA,Holbrookia propinqua,0
64097,stable,NA,Sceloporus cozumelae,0
64161,stable,NA,Sceloporus zosteromus,0
64175,stable,NA,Uta encantadae,0
64176,unknown,NA,Uta lowei,NA
64178,stable,NA,Uta palmeri,0
64181,unknown,NA,Uta tumidarostra,NA
64226,decreasing,NA,Plestiodon egregius,-0.5
64253,stable,NA,Aspidoscelis canus,0
64257,stable,NA,Aspidoscelis ceralbensis,0
64260,stable,NA,Aspidoscelis cozumela,0
64261,stable,NA,Aspidoscelis danheimae,0
64263,stable,NA,Aspidoscelis espiritensis,0
64271,decreasing,NA,Aspidoscelis labialis,-0.5
64283,stable,NA,Aspidoscelis pictus,0
64284,unknown,NA,Aspidoscelis rodecki,NA
64298,stable,NA,Agkistrodon piscivorus,0
64309,stable,NA,Crotalus angelensis,0
64316,stable,NA,Crotalus enyo,0
64325,stable,NA,Crotalus muertensis,0
64396,decreasing,Fis-32305,Epinephelus bruneus,-0.5
64398,stable,NA,Epinephelus clippertonensis,0
64400,decreasing,Fis-163777,Hyporthodus flavolimbatus,-0.5
64401,decreasing,NA,Epinephelus gabriellae,-0.5
64407,unknown,Fis-32320,Epinephelus tuamotuensis,NA
64409,decreasing,Fis-27387,Mycteroperca fusca,-0.5
64410,decreasing,Fis-23648,Mycteroperca interstitialis,-0.5
64411,decreasing,Fis-31641,Plectropomus areolatus,-0.5
64412,decreasing,Fis-26517,Plectropomus laevis,-0.5
64442,decreasing,NA,Zearaja maugeana,-0.5
132722,decreasing,Fis-23120,Epinephelus aeneus,-0.5
132723,decreasing,Fis-25572,Epinephelus maculatus,-0.5
132724,decreasing,NA,Mycteroperca bonaci,-0.5
132726,unknown,Fis-26503,Epinephelus flavocaeruleus,NA
132727,stable,Fis-23713,Paranthias furcifer,0
132729,stable,Fis-30327,Mycteroperca phenax,0
132730,unknown,Fis-163774,Hyporthodus acanthistius,NA
132731,decreasing,Fis-26512,Epinephelus socialis,-0.5
132732,decreasing,Fis-26123,Cephalopholis miniata,-0.5
132733,stable,Fis-27163,Cephalopholis panamensis,0
132736,decreasing,Fis-25944,Epinephelus rivulatus,-0.5
132737,unknown,Fis-26121,Cephalopholis leopardus,NA
132738,stable,Fis-25576,Variola louti,0
132740,decreasing,Fis-26509,Epinephelus multinotatus,-0.5
132741,decreasing,Fis-26125,Cephalopholis sexmaculata,-0.5
132742,unknown,Fis-27331,Cephalopholis nigri,NA
132743,unknown,Fis-26119,Cephalopholis formosa,NA
132744,stable,NA,Epinephelus analogus,0
132745,decreasing,Fis-25575,Epinephelus morrhua,-0.5
132747,unknown,Fis-31554,Epinephelus spilotoceps,NA
132748,unknown,Fis-26507,Epinephelus longispinis,NA
132749,unknown,Fis-32316,Epinephelus stictus,NA
132750,decreasing,NA,Epinephelus labriformis,-0.5
132751,unknown,Fis-135733,Epinephelus coeruleopunctatus,NA
132753,decreasing,Fis-32313,Epinephelus polylepis,-0.5
132754,unknown,Fis-32974,Alphestes immaculatus,NA
132755,unknown,Fis-26511,Epinephelus radiatus,NA
132756,unknown,Fis-26508,Epinephelus miliaris,NA
132757,stable,Fis-26126,Cephalopholis sonnerati,0
132759,decreasing,Fis-26120,Cephalopholis hemistiktos,-0.5
132761,stable,Fis-22703,Cephalopholis cruentata,0
132764,unknown,Fis-27135,Alphestes afer,NA
132766,unknown,Fis-26245,Epinephelus macrospilos,NA
132767,unknown,Fis-27319,Dermatolepis dermatolepis,NA
132770,decreasing,NA,Epinephelus guttatus,-0.5
132771,unknown,Fis-24648,Gonioplectrus hispanus,NA
132773,unknown,Fis-31413,Epinephelus tukula,NA
132774,unknown,Fis-25586,Epinephelus areolatus,NA
132775,decreasing,Fis-32352,Plectropomus pessuliferus,-0.5
132776,decreasing,Fis-26483,Plectropomus oligacanthus,-0.5
132777,decreasing,Fis-26499,Epinephelus diacanthus,-0.5
132778,stable,Fis-26244,Epinephelus hexagonatus,0
132779,unknown,Fis-31841,Cephalopholis oligosticta,NA
132781,stable,Fis-31823,Cephalopholis argus,0
132783,unknown,Fis-26128,Cephalopholis urodeta,NA
132787,unknown,Fis-25382,Anyperodon leucogrammicus,NA
132788,stable,Fis-31150,Epinephelus merra,0
132789,unknown,Fis-26122,Cephalopholis microprion,NA
132790,unknown,Fis-26518,Triso dermopterus,NA
132795,unknown,Fis-163776,Hyporthodus ergastularius,NA
132799,decreasing,Fis-26144,Epinephelus quoyanus,-0.5
132802,unknown,Fis-26510,Epinephelus poecilonotus,NA
132803,unknown,Fis-145041,Cephalopholis polyspila,NA
132804,unknown,Fis-26141,Epinephelus ongus,NA
132805,unknown,Fis-26124,Cephalopholis polleni,NA
132806,decreasing,Fis-27186,Cephalopholis fulva,-0.5
132807,unknown,Fis-163784,Hyporthodus septemfasciatus,NA
132808,unknown,Fis-26118,Cephalopholis cyanostigma,NA
132809,unknown,NA,Alphestes multiguttatus,NA
132810,decreasing,Fis-31845,Variola albimarginata,-0.5
132811,unknown,Fis-30328,Mycteroperca xenarcha,NA
132815,unknown,Fis-25571,Epinephelus cyanopodus,NA
132817,decreasing,Fis-25570,Epinephelus fasciatus,-0.5
132818,decreasing,Fis-25365,Plectropomus maculatus,-0.5
132819,decreasing,Fis-22704,Epinephelus adscensionis,-0.5
132821,decreasing,Fis-26515,Epinephelus trimaculatus,-0.5
132822,stable,Fis-26970,Paranthias colonus,0
132823,stable,Fis-25679,Epinephelus chlorostigma,0
132825,unknown,Fis-26127,Cephalopholis spiloparaea,NA
132826,decreasing,Fis-26494,Epinephelus bleekeri,-0.5
132827,stable,Fis-163778,Hyporthodus mystacinus,0
132829,unknown,Fis-26504,Epinephelus howlandi,NA
132830,stable,Fis-27382,Mycteroperca acutirostris,0
132859,unknown,URM-Cn-5604,Oulastrea crispata,NA
132860,unknown,URM-Cn-6141,Psammocora stellata,NA
132864,unknown,SLB-117548,Fungia costulata,NA
132865,unknown,NA,Alveopora japonica,NA
132866,decreasing,URM-Cn-4877,Montipora angulata,-0.5
132868,decreasing,NA,Goniastrea columella,-0.5
132869,decreasing,URM-Cn-4750,Acropora florida,-0.5
132870,decreasing,NA,Moseleya latistellata,-0.5
132871,unknown,URM-Cn-5952,Pectinia elongata,NA
132872,decreasing,URM-Cn-5558,Favia vietnamensis,-0.5
132873,unknown,NA,Porites densa,NA
132874,unknown,URM-Cn-5888,Scolymia lacera,NA
132875,stable,NA,Pocillopora kelleheri,0
132876,unknown,URM-Cn-4973,Leptoseris tubulifera,NA
132877,unknown,URM-Cn-5759,Fungia fralinae,NA
132878,decreasing,URM-Cn-5549,Favia maxima,-0.5
132879,unknown,URM-Cn-6033,Goniopora tenella,NA
132880,unknown,URM-Cn-4995,Pavona venosa,NA
132881,unknown,URM-Cn-5825,Hydnophora rigida,NA
132883,decreasing,URM-Cn-5572,Goniastrea australensis,-0.5
132884,stable,URM-Cn-5508,Colpophyllia natans,0
132885,unknown,URM-Cn-4965,Leptoseris hawaiiensis,NA
132887,unknown,URM-Cn-4962,Leptoseris explanata,NA
132888,decreasing,URM-Cn-4826,Acropora secale,-0.5
132889,unknown,URM-Cn-6070,Porites nodifera,NA
132890,unknown,URM-Cn-5092,Catalaphyllia jardinei,NA
132891,unknown,NA,Porites duerdeni,NA
132892,decreasing,NA,Montipora hodgsoni,-0.5
132893,decreasing,URM-Cn-5611,Platygyra crosslandi,-0.5
132894,decreasing,URM-Cn-5557,Favia veroni,-0.5
132895,unknown,URM-Cn-5824,Hydnophora pilosa,NA
132896,unknown,NA,Alveopora marionensis,NA
132897,unknown,NA,Porites eridani,NA
132898,unknown,NA,Goniopora cellulosa,NA
132899,decreasing,URM-Cn-5551,Favia rosaria,-0.5
132900,unknown,URM-Cn-5894,Symphyllia radians,NA
132901,unknown,URM-Cn-4960,Leptoseris amitoriensis,NA
132903,unknown,URM-Cn-4970,Leptoseris solida,NA
132904,unknown,URM-Cn-4993,Pavona minuta,NA
132905,unknown,URM-Cn-5998,Alveopora catalai,NA
132907,unknown,URM-Cn-5933,Echinomorpha nishihirai,NA
132909,decreasing,URM-Cn-4848,Acropora turaki,-0.5
132910,decreasing,URM-Cn-4739,Acropora divaricata,-0.5
132911,unknown,URM-Cn-4992,Pavona maldivensis,NA
132913,decreasing,URM-Cn-4820,Acropora rudis,-0.5
132916,unknown,URM-Cn-5470,Turbinaria irregularis,NA
132917,unknown,URM-Cn-4958,Gardineroseris planulata,NA
132918,unknown,NA,Pectinia pygmaeus,NA
132920,decreasing,NA,Echinopora ashmorensis,-0.5
132921,stable,NA,Porites branneri,0
132922,decreasing,URM-Cn-5595,Montastrea curta,-0.5
132923,unknown,URM-Cn-5985,Pocillopora woodjonesi,NA
132924,unknown,URM-Cn-4976,Pachyseris gemmae,NA
132925,unknown,URM-Cn-5763,Fungia hexagonalis,NA
132927,unknown,URM-Cn-4971,Leptoseris striata,NA
132928,unknown,URM-Cn-5953,Pectinia lactuca,NA
132929,unknown,SLB-62732,Acanthastrea subechinata,NA
132930,decreasing,NA,Montipora gaimardi,-0.5
132931,decreasing,URM-Cn-4854,Acropora willisae,-0.5
132932,decreasing,NA,Montipora orientalis,-0.5
132933,decreasing,URM-Cn-4723,Acropora carduus,-0.5
132935,decreasing,URM-Cn-4807,Acropora plumosa,-0.5
132936,decreasing,URM-Cn-5550,Favia pallida,-0.5
132937,unknown,SLB-119010,Acropora spathulata,NA
132939,unknown,NA,Heterocyathus sulcatus,NA
132940,decreasing,URM-Cn-4710,Acropora acuminata,-0.5
132942,decreasing,URM-Cn-4926,Montipora patula,-0.5
132943,unknown,NA,Stylophora madagascarensis,NA
132944,decreasing,URM-Cn-4922,Montipora nodosa,-0.5
132947,unknown,URM-Cn-5931,Echinophyllia echinoporoides,NA
132948,decreasing,URM-Cn-4756,Acropora granulosa,-0.5
132949,unknown,NA,Goniopora pendulus,NA
132953,unknown,URM-Cn-5828,Merulina scheeri,NA
132954,unknown,NA,Fungia cyclolites,NA
132955,unknown,NA,Goniopora pearsoni,NA
132956,unknown,URM-Cn-5950,Pectinia alcicornis,NA
132957,unknown,URM-Cn-5465,Turbinaria bifrons,NA
132958,unknown,URM-Cn-5974,Pocillopora capitata,NA
132959,unknown,NA,Porites desilveri,NA
132960,unknown,URM-Cn-5822,Hydnophora grandis,NA
132962,unknown,URM-Cn-5892,Symphyllia erythraea,NA
132963,stable,URM-Cn-5591,Manicina areolata,0
132964,unknown,NA,Fungia taiwanensis,NA
132967,unknown,URM-Cn-5485,Euphyllia yaeyamaensis,NA
132968,unknown,URM-Cn-5779,Halomitra clavator,NA
132969,decreasing,URM-Cn-4774,Acropora listeri,-0.5
132970,decreasing,URM-Cn-4954,Agaricia lamarcki,-0.5
132972,decreasing,URM-Cn-4800,Acropora paniculata,-0.5
132973,decreasing,NA,Anacropora matthai,-0.5
132974,unknown,SLB-62368,Plerogyra discus,NA
132975,unknown,W-Hyd-210729,Millepora tenera,NA
132976,decreasing,URM-Cn-4778,Acropora loripes,-0.5
132977,decreasing,NA,Montipora stilosa,-0.5
132978,decreasing,URM-Cn-5598,Montastrea magnistellata,-0.5
